eadid,bib_number,collection_title,match_count,match_type,match_phrase,snippet
baileyjw,000842399,Josiah William Bailey papers,1,title_match,Negro,against Dr. A. H. Royster. Nash v. Royster continued Negro Fair (1925). Neuse Manufacturing Company (ca
bakerfrank,002472286,Frank Baker papers,8,title_match,Slavery,"Music, 1952, 1959 Slater, Edward, 1955 Slavery, 1737, 1755-1758, 1772-1775"
bakerfrank,002472286,Frank Baker papers,8,title_match,Slavery,"-1953, 1975, 1985, and                 undated Slavery, JW and -- proofreading notes to Tom Smith ("
bakerfrank,002472286,Frank Baker papers,8,title_match,Slavery,"notebooks, undated Research notes, bound notebooks, undated Slavery, 1765-1787, 1970-1984, and"
bakerfrank,002472286,Frank Baker papers,8,title_match,Slavery,", A Study of John Wesley and 18th                   Century Slavery, 1966 Brannan, Emora, The Old Testament as"
bakerfrank,002472286,Frank Baker papers,8,title_match,Slavery,"Kenneth, Compromise and Consent:                   American Methodism and Slavery, 1993 Chamberlain, Ray, The Spreading of Scriptural"
bakerfrank,002472286,Frank Baker papers,8,title_match,Slavery,"Gattis, William, John Wesley's Opposition to                   Slavery, 1970 Gilbert, Paula, Sources of John Wesley"
bakerfrank,002472286,Frank Baker papers,8,title_match,Negro,"Commentary, undated Sell, Jesse, John Wesley and Negro Slavery,                   John Wesley as Linguist, 1965 Stallsworth"
bakerfrank,002472286,Frank Baker papers,8,title_match,Slavery,", undated Sell, Jesse, John Wesley and Negro Slavery,                   John Wesley as Linguist, 1965 Stallsworth,"
ballardsvalley,000842501,Ballard's Valley and Berry Hill Penn Plantation records,6,note_match,Plantation,"item], Ballard's Valley and Berry Hill Penn Plantation Records, David M.\n Rubenstein Rare Book & Manuscript Library"
ballardsvalley,000842501,Ballard's Valley and Berry Hill Penn Plantation records,6,note_match,Plantation,", ""The Ballard's Valley and Berry Hill Penn Plantation Records were acquired by the David M.\n Rubenstein Rare Book"
ballardsvalley,000842501,Ballard's Valley and Berry Hill Penn Plantation records,6,note_match,Plantation,"records of sugar and livestock\n plantations, Ballard's Valley Plantation and Berry Hill Penn, in St. Mary's Parish"
ballardsvalley,000842501,Ballard's Valley and Berry Hill Penn Plantation records,6,note_match,plantation,"Parish, Jamaica.\n The material prior to 1837 is chiefly plantation records, including financial papers and\n account books. The"
ballardsvalley,000842501,Ballard's Valley and Berry Hill Penn Plantation records,6,note_match,plantation,"records, including financial papers and\n account books. The plantation records reveal the number and condition of enslaved people or\n"
ballardsvalley,000842501,Ballard's Valley and Berry Hill Penn Plantation records,6,note_match,enslaved,". The plantation records reveal the number and condition of enslaved people or\n apprentices and stock, purchases of goods,"
ballardsvalley,000842501,Ballard's Valley and Berry Hill Penn Plantation records,1,title_match,Plantation,
ballwilliamwatts,000784985,William Watts Ball papers,2,note_match,Negro,"of states\' rights versus federal control, the\n ""Negro problem"" includes the anti-lynching movement, enfranchisement"
ballwilliamwatts,000784985,William Watts Ball papers,2,note_match,plantation,"There are several views of the Ball family's ancestral\n plantation home in Laurens, S.C. Volumes include family account books"
barbauldanna,007811351,Anna Letitia Barbauld and William Allen poems,2,note_match,abolitionist,", helped establish the British literary canon.\n Barbauld was an abolitionist and was also against the Napoleonic Wars, two subjects"
barbauldanna,007811351,Anna Letitia Barbauld and William Allen poems,2,note_match,abolitionist,"Allen (1770-1843) was an English Quaker abolitionist, scientist, educator, and\n philanthropist who was active"
barkerhiram,005190683,Hiram Barker papers,1,note_match,bills of sale,"unidentified or illegible\n pieces of correspondence. Includes receipts and bills of sale from the late\n 1850s and 1860s, but the majority"
barrowlionel,004291050,Lionel Barrow papers,1,note_match,Negro,section are reports and clippings\n about the National Council of Negro Women; Barrow was a member for some time during
>>>>>>> 17730f9e608de1a5c931968e1b4a1cdd0bb406dc
barrowlionel,004291050,Lionel Barrow papers,3,title_match,Negro,Same Black Regiment's Flag Raised After 44 Years The Negro Consumer: The Fast Reappearing Indian Bruce Westley: The
barrowlionel,004291050,Lionel Barrow papers,3,title_match,Negro,", international news and United Nations coverage National Council of Negro Women (NCNW) National Council of Negro Women materials"
barrowlionel,004291050,Lionel Barrow papers,3,title_match,Negro,"Council of Negro Women (NCNW) National Council of Negro Women materials NCNW Resolutions, booklets NCNW Report NCNW newspaper"
bassettvictor,000845030,Victor Bassett papers,1,title_match,Plantation,"Savannah, 1803-1806, notes Pathology, miscellaneous Plantation doctors Savannah Historical Research Association Savannah Library Association founding Remarks"
bdiamon,003909188,Barbaralee Diamonstein-Spielvogel collection,2,title_match,Plantation,"1978-1979 American Council for the Arts: Wye Plantation, 1979 American Council for the Arts: ""The"
bdiamon,003909188,Barbaralee Diamonstein-Spielvogel collection,2,title_match,Freedman,"Chicago founder 1954, 1979 Paula Fox, 1980 Doris Freedman, 1978 Barbara Gibbons, 1978 Grace Glueck, 1977"
<<<<<<< HEAD
bennettbryant,000845039,Bryant Bennett papers,3,note_match,planter,"000845039
', 'Bryant Bennett was a merchant and planter residing in Williamston, North Carolina (in Martin County"
bennettbryant,000845039,Bryant Bennett papers,3,note_match,plantation,"promissory notes, receipts for land sold for taxes, plantation account books containing household and farm accounts, lists of"
bennettbryant,000845039,Bryant Bennett papers,3,note_match,slaves,"account books containing household and farm accounts, lists of slaves and supplies issued to them, business records dealing with"
bennettbryant,000845039,Bryant Bennett papers,3,title_match,Negro,Papers Papers Papers Papers Papers Papers Account Book Account Book Negro Accounts [Title taken from card catalog created in the
bennettbryant,000845039,Bryant Bennett papers,3,title_match,Negro,card catalog created in the early 20th Century] Negro Accounts [Title taken from card catalog created in the
bennettbryant,000845039,Bryant Bennett papers,3,title_match,Negro,card catalog created in the early 20th Century] Negro Accounts [Title taken from card catalog created in the
bethelsynagogue,001076976,Beth El Synagogue records,1,note_match,Freedman,"in the 1970s, and the creation of the adjacent Freedman Center in 1987 allowed the congregation to further expand its"
bethelsynagogue,001076976,Beth El Synagogue records,3,title_match,Freedman,By-laws Calendar Cover Cemetary Deeds Cemetary Deed and Freedman Center Deed Centennial Celebration of Beth-El Centennial Time
bethelsynagogue,001076976,Beth El Synagogue records,3,title_match,Freedman,Minyan: The History of Durham Beth-El Congregation Freedman Center Dedication Historical Notes History of Beth-El Synagogue
bethelsynagogue,001076976,Beth El Synagogue records,3,title_match,Freedman,Photo Early Durham Hebrew Congregation For Temple Bulletin Board Displays Freedman Center Gladsteins Store Photograph Bruce Guild and Linda Convissor Wedding
biddlesamuel,000844122,Samuel S. Biddle papers,1,note_match,slaves,"Forest College, and lists of names and valuations of slaves left by Samuel Simpson and William P. Biddle to their"
biddlesamuel,000844122,Samuel S. Biddle papers,1,title_match,Plantation,"-1895 and undated Oversize volume (accounts?) Plantation accounts and memoranda, Ft. Barnwell, N.C.,"
blackwellfamily,006622562,Blackwell family papers,1,note_match,abolitionist,"(editor of The Alpha, suffragist, feminist, abolitionist) ""to some private house, where his color"
blakemichaelfrancis,000897854,Michael Francis Blake photographs,2,note_match,Negro,"1930 and 1940 censuses, the family appears as ""Negro (Black).""', 'The family"
blakemichaelfrancis,000897854,Michael Francis Blake photographs,2,note_match,Negro,"the 1930 and 1940 censuses, they appear as ""Negro (Black).""', 'Mounted photograph"
bogartleo,003514420,Leo Bogart papers,4,title_match,Negro,"Readership Studies 1954 Dec., The Army and Its Negro       Soldiers 1955 July, Adult Talk About       "
bogartleo,003514420,Leo Bogart papers,4,title_match,Negro,"Media 1968, review of Integration of the       Negro in the Armed Forces by Richard J. Stillman      II"
bogartleo,003514420,Leo Bogart papers,4,title_match,Negro,", Not       'Consumers' 1972 Spring, Negro and White Media       Exposure: New Evidence 1972"
bogartleo,003514420,Leo Bogart papers,4,title_match,Negro,"       of Consumer Behavior Research circa 1971, The Negro and the       Media 1975, Program Decision-"
boteleralex,000845151,Alexander Robinson Boteler papers,1,note_match,planter,", ""Diary entries document Boteler's activities as a planter.""]"
bournesamuel,005294471,Samuel Bourne photographs,1,title_match,Plantation,"the Trees Kangra; The Village of Negrota Government Tea Plantation, Holta Kangra; Bridge and Fort Kangra; Monuments"
bower,001776974,Ernest Clyde Bower papers,1,note_match,abolitionist,One clipping quoting Bowers' aunt identifies her father as abolitionist who assisted runaway slaves; another is an obituary of Enoch
boydjoseph,000845115,Joseph Fulton Boyd papers,1,note_match,Freedmen,"orders, dated 1864-1865, orders for the Freedmen's Bureau, court-martial reports, and reports of"
boylewilliam,000845119,William Kent Boyle papers,1,note_match,slavery,", but they contain no references to the war or slavery. Boyle's preaching remained expository rather than topical and"
bradshaw,000847103,Herbert Clarence Bradshaw papers,1,title_match,Negro,"Problems: Desegregation Plan, Durham School Board 1965 Durham Negro Grievances. School Integration 1967-1969 Durham Plan"
brodnaxjohng,000847122,John Grammar Brodnax papers,1,note_match,slaves,"from Lynchburg, Virginia, refer to the sale of slaves and, during the war years, are concerned with"
brookesivesonl,000847127,Iveson L. Brookes papers,2,note_match,planter,", 'Iveson L. Brookes was a Baptist clergyman and planter, of Hamburg (Aiken County), South Carolina"
brookesivesonl,000847127,Iveson L. Brookes papers,2,note_match,slaves,"nullification controversy; transportation conditions; banking; missionary work among slaves; student life in Washington, D.C., and a"
brownfrankclyde,000847134,Frank Clyde Brown papers,12,title_match,Negro,".         Harold Laurence Leisure. 4 pp. American Negro Poetry. South Atlantic Quarterly, Oct. 1921. Newman"
brownfrankclyde,000847134,Frank Clyde Brown papers,12,title_match,Negro,") Death and Burial Customs and Superstitions of the Southern Negro, Jan. 12,         1936. Lucile Pierce."
brownfrankclyde,000847134,Frank Clyde Brown papers,12,title_match,Negro,"P. Harrison. 8         pp. Folklore of the Negro, Jan., 1942. Anne Wannamaker. 26 pp"
brownfrankclyde,000847134,Frank Clyde Brown papers,12,title_match,Negro,"Tilford Dargan. 10 pp. Illustrated Circular of Travelling Negro Evangelist. ""Rev. Dr. Hudson, D.         D."
brownfrankclyde,000847134,Frank Clyde Brown papers,12,title_match,Negro,"No. 1, April 1944. Interdisciplinary Aspects of Negro Studies, The. Bulletin 32 of American         Council"
brownfrankclyde,000847134,Frank Clyde Brown papers,12,title_match,Negro,"and Their Origin. Kelvin Ray. 23 pp. Negro and the Ballad, The. Alumni Bulletin of University"
brownfrankclyde,000847134,Frank Clyde Brown papers,12,title_match,Negro,        1913. C. Alphonso Smith. 6 pp. Negro Singing in the 1850s. Letter of Frederika Bremer.
brownfrankclyde,000847134,Frank Clyde Brown papers,12,title_match,Plantation,. Prof. George P. Wilson. 19         pp. Plantation Memories. Fanny C. Waters. (n.d.)
brownfrankclyde,000847134,Frank Clyde Brown papers,12,title_match,Negro,"'s School Songs. 19 pp. Racial Feeling in Negro Poetry. South Atlantic Quarterly, Jan. 1922. Newman"
brownfrankclyde,000847134,Frank Clyde Brown papers,12,title_match,Negro,"I. White. 16 pp. Racial Traits in the Negro Song. Sewanee Review, July 1920. Newman I."
brownfrankclyde,000847134,Frank Clyde Brown papers,12,title_match,Negro,"John A. Lomax.         17 pp. Some Curious Negro Names. Southern Folklore Quarterly, Dec. 1939. Arthur"
brownfrankclyde,000847134,Frank Clyde Brown papers,12,title_match,Negro,"Man in the Woodpile, The: Some Influences on Negro Secular Songs.         American Speech, Feb. 1923."
browngeorgem,000847139,George M. Brown Papers,7,note_match,slavery,"time period. ', 'The topics discussed include slavery, the price of slaves, price of commodities,"
browngeorgem,000847139,George M. Brown Papers,7,note_match,slaves,"'The topics discussed include slavery, the price of slaves, price of commodities, and thoughts on events leading"
browngeorgem,000847139,George M. Brown Papers,7,note_match,slaves,"the war. Three letters seek his medical opinion regarding slaves that had been sold. One letter, dated June"
browngeorgem,000847139,George M. Brown Papers,7,note_match,slaves,"October 31, 1863, discusses the falling price of slaves following the Emancipation Proclamation. ', 'A series"
browngeorgem,000847139,George M. Brown Papers,7,note_match,slavery,"The Whig."" The letters convey a pro-slavery and anti-abolition stance. One letter, addressed"
browngeorgem,000847139,George M. Brown Papers,7,note_match,abolition,"The letters convey a pro-slavery and anti-abolition stance. One letter, addressed to Genl. U.S."
browngeorgem,000847139,George M. Brown Papers,7,note_match,negro,"4, 1869, conveys the opinion ""that the negro is constitutionally and innately averse to regular labor."""
brownjim,002963984,Jim Brown papers,1,title_match,Negro," Life half pages Movie books Good Housekeeping Negro Adventure [comics] Newspaper campaigns Trade publications Posters,"
brownleslie,008419617,Leslie Brown papers,31,title_match,Negro,"1929 Fact Finding 1930 ""1936 Delegates to the National Negro Congress"" compiled by Lori        Husband 1950 Af-"
=======
bennettbryant,000845039,Bryant Bennett papers,3,note_match,planter,"000845039\n', 'Bryant Bennett was a merchant and planter residing in Williamston, North Carolina (in\n Martin County"
bennettbryant,000845039,Bryant Bennett papers,3,note_match,plantation,"promissory notes, receipts for land sold\n for taxes, plantation account books containing household and farm accounts, lists of\n"
bennettbryant,000845039,Bryant Bennett papers,3,note_match,slaves,"account books containing household and farm accounts, lists of\n slaves and supplies issued to them, business records dealing with"
bennettbryant,000845039,Bryant Bennett papers,3,title_match,Negro,Papers Papers Papers Papers Papers Papers Account Book Account Book Negro Accounts [Title taken from card catalog created in the
bennettbryant,000845039,Bryant Bennett papers,3,title_match,Negro,card catalog created in the early 20th                      Century] Negro Accounts [Title taken from card catalog created in the
bennettbryant,000845039,Bryant Bennett papers,3,title_match,Negro,card catalog created in the early 20th                      Century] Negro Accounts [Title taken from card catalog created in the
bethelsynagogue,001076976,Beth El Synagogue records,1,note_match,Freedman,"in the 1970s, and the creation of the adjacent\n Freedman Center in 1987 allowed the congregation to further expand its"
bethelsynagogue,001076976,Beth El Synagogue records,3,title_match,Freedman,By-laws Calendar Cover Cemetary Deeds Cemetary Deed and Freedman Center Deed Centennial Celebration of Beth-El Centennial Time
bethelsynagogue,001076976,Beth El Synagogue records,3,title_match,Freedman,Minyan: The History of Durham Beth-El Congregation Freedman Center Dedication Historical Notes History of Beth-El Synagogue
bethelsynagogue,001076976,Beth El Synagogue records,3,title_match,Freedman,Photo Early Durham Hebrew Congregation For Temple Bulletin Board Displays Freedman Center Gladsteins Store Photograph Bruce Guild and Linda Convissor Wedding
biddlesamuel,000844122,Samuel S. Biddle papers,1,note_match,slaves,"Forest College, and\n lists of names and valuations of slaves left by Samuel Simpson and William P. Biddle to\n their"
biddlesamuel,000844122,Samuel S. Biddle papers,1,title_match,Plantation,"-1895 and undated Oversize volume (accounts?) Plantation accounts and memoranda, Ft. Barnwell, N.C.,"
blackwellfamily,006622562,Blackwell family papers,1,note_match,abolitionist,"(editor of The Alpha, suffragist, feminist, abolitionist) ""to\n some private house, where his color"
blakemichaelfrancis,000897854,Michael Francis Blake photographs,2,note_match,Negro,"1930 and 1940 censuses, the family appears as ""Negro (Black).""', 'The family"
blakemichaelfrancis,000897854,Michael Francis Blake photographs,2,note_match,Negro,"the 1930 and 1940 censuses, they appear as ""Negro (Black).""', 'Mounted photograph"
bogartleo,003514420,Leo Bogart papers,4,title_match,Negro,"Readership Studies  1954 Dec., The Army and Its Negro                                  Soldiers  1955 July, Adult Talk About                                  "
bogartleo,003514420,Leo Bogart papers,4,title_match,Negro,"Media  1968, review of Integration of the                                  Negro in the Armed Forces by Richard J. Stillman                               II"
bogartleo,003514420,Leo Bogart papers,4,title_match,Negro,", Not                                  'Consumers'  1972 Spring, Negro and White Media                                  Exposure: New Evidence  1972"
bogartleo,003514420,Leo Bogart papers,4,title_match,Negro,"                                 of Consumer Behavior Research  circa 1971, The Negro and the                                  Media  1975, Program Decision-"
boteleralex,000845151,Alexander Robinson Boteler papers,1,note_match,planter,", ""Diary entries document Boteler's activities as a planter.""]"
bournesamuel,005294471,Samuel Bourne photographs,1,title_match,Plantation,"the Trees Kangra; The Village of Negrota Government Tea Plantation, Holta Kangra; Bridge and Fort Kangra; Monuments"
bower,001776974,Ernest Clyde Bower papers,1,note_match,abolitionist,One clipping\n quoting Bowers' aunt identifies her father as abolitionist who assisted runaway slaves;\n another is an obituary of Enoch
boydjoseph,000845115,Joseph Fulton Boyd papers,1,note_match,Freedmen,"orders, dated 1864-1865, orders for the Freedmen's Bureau,\n court-martial reports, and reports of"
boylewilliam,000845119,William Kent Boyle papers,1,note_match,slavery,", but they contain no references to the war\n or slavery. Boyle's preaching remained expository rather than topical and"
bradshaw,000847103,Herbert Clarence Bradshaw papers,1,title_match,Negro,"Problems: Desegregation Plan, Durham School Board 1965 Durham Negro Grievances. School Integration 1967-1969  Durham Plan"
brodnaxjohng,000847122,John Grammar Brodnax papers,1,note_match,slaves,"from Lynchburg, Virginia, refer to the sale of\n slaves and, during the war years, are concerned with"
brookesivesonl,000847127,Iveson L. Brookes papers,2,note_match,planter,", 'Iveson L. Brookes was a Baptist clergyman and planter, of Hamburg (Aiken County), South\n Carolina"
brookesivesonl,000847127,Iveson L. Brookes papers,2,note_match,slaves,"nullification controversy;\n transportation conditions; banking; missionary work among slaves; student life in\n Washington, D.C., and a"
brownfrankclyde,000847134,Frank Clyde Brown papers,12,title_match,Negro,".                 Harold Laurence Leisure. 4 pp. American Negro Poetry. South Atlantic Quarterly, Oct. 1921. Newman"
brownfrankclyde,000847134,Frank Clyde Brown papers,12,title_match,Negro,") Death and Burial Customs and Superstitions of the Southern Negro, Jan. 12,                 1936. Lucile Pierce."
brownfrankclyde,000847134,Frank Clyde Brown papers,12,title_match,Negro,"P. Harrison. 8                 pp. Folklore of the Negro, Jan., 1942. Anne Wannamaker. 26 pp"
brownfrankclyde,000847134,Frank Clyde Brown papers,12,title_match,Negro,"Tilford Dargan. 10 pp. Illustrated Circular of Travelling Negro Evangelist. ""Rev. Dr. Hudson, D.                 D."
brownfrankclyde,000847134,Frank Clyde Brown papers,12,title_match,Negro,"No. 1, April 1944. Interdisciplinary Aspects of Negro Studies, The. Bulletin 32 of American                 Council"
brownfrankclyde,000847134,Frank Clyde Brown papers,12,title_match,Negro,"and Their Origin. Kelvin Ray. 23 pp. Negro and the Ballad, The. Alumni Bulletin of University"
brownfrankclyde,000847134,Frank Clyde Brown papers,12,title_match,Negro,                1913. C. Alphonso Smith. 6 pp. Negro Singing in the 1850s. Letter of Frederika Bremer.
brownfrankclyde,000847134,Frank Clyde Brown papers,12,title_match,Plantation,. Prof. George P. Wilson. 19                 pp. Plantation Memories. Fanny C. Waters. (n.d.)
brownfrankclyde,000847134,Frank Clyde Brown papers,12,title_match,Negro,"'s School Songs. 19 pp. Racial Feeling in Negro Poetry. South Atlantic Quarterly, Jan. 1922. Newman"
brownfrankclyde,000847134,Frank Clyde Brown papers,12,title_match,Negro,"I. White. 16 pp. Racial Traits in the Negro Song. Sewanee Review, July 1920. Newman I."
brownfrankclyde,000847134,Frank Clyde Brown papers,12,title_match,Negro,"John A. Lomax.                 17 pp. Some Curious Negro Names. Southern Folklore Quarterly, Dec. 1939. Arthur"
brownfrankclyde,000847134,Frank Clyde Brown papers,12,title_match,Negro,"Man in the Woodpile, The: Some Influences on Negro Secular Songs.                 American Speech, Feb. 1923."
browngeorgem,000847139,George M. Brown Papers,7,note_match,slavery,"time period. ', 'The topics discussed include slavery, the price of slaves, price of commodities,"
browngeorgem,000847139,George M. Brown Papers,7,note_match,slaves,"'The topics discussed include slavery, the price of slaves, price of commodities, and\n thoughts on events leading"
browngeorgem,000847139,George M. Brown Papers,7,note_match,slaves,"the war. Three letters seek his medical opinion regarding\n slaves that had been sold. One letter, dated June"
browngeorgem,000847139,George M. Brown Papers,7,note_match,slaves,"October 31, 1863, discusses the falling price of\n slaves following the Emancipation Proclamation. ', 'A series"
browngeorgem,000847139,George M. Brown Papers,7,note_match,slavery,"The Whig."" The letters convey a pro-slavery and anti-abolition stance. One\n letter, addressed"
browngeorgem,000847139,George M. Brown Papers,7,note_match,abolition,"The letters convey a pro-slavery and anti-abolition stance. One\n letter, addressed to Genl. U.S."
browngeorgem,000847139,George M. Brown Papers,7,note_match,negro,"4, 1869, conveys the opinion ""that the\n negro is constitutionally and innately averse to regular labor."""
brownjim,002963984,Jim Brown papers,1,title_match,Negro," Life half pages Movie books  Good Housekeeping  Negro Adventure [comics] Newspaper campaigns Trade publications Posters,"
brownleslie,008419617,Leslie Brown papers,31,title_match,Negro,"1929 Fact Finding 1930 ""1936 Delegates to the National Negro Congress"" compiled by Lori               Husband 1950 Af-"
>>>>>>> 17730f9e608de1a5c931968e1b4a1cdd0bb406dc
brownleslie,008419617,Leslie Brown papers,31,title_match,Negro,"Early Education (Public) Efland Home Elaine Burgess, Negro Leadership in a Southern Society Email Fannie B. Rosser Papers"
brownleslie,008419617,Leslie Brown papers,31,title_match,Negro,"Durham Frazier, E. Franklin, ""A Note on Negro Education"" Garrett, Nathan Gertrude Weil Papers Governers and"
brownleslie,008419617,Leslie Brown papers,31,title_match,Negro,"Weil Papers Governers and AFC (tobacco) The Great Negro Fair 1904 Greenwood, Jannett Guide to Black Records in"
brownleslie,008419617,Leslie Brown papers,31,title_match,Negro,"State Archives History of Durham, NC Industrial Commission on Negro Affairs 1935 Internal Migration Iota Phi Lamda Study: Survey"
<<<<<<< HEAD
brownleslie,008419617,Leslie Brown papers,31,title_match,Negro,Phi Lamda Study: Survey on White Collar Occupation and Negro        Women JCP [Jim Crow Project] Slide Collection
=======
brownleslie,008419617,Leslie Brown papers,31,title_match,Negro,Phi Lamda Study: Survey on White Collar Occupation and Negro               Women JCP [Jim Crow Project] Slide Collection
>>>>>>> 17730f9e608de1a5c931968e1b4a1cdd0bb406dc
brownleslie,008419617,Leslie Brown papers,31,title_match,Negro,"Marshall"" McCristian, Fred, ""The South's Negro Teaching Force"" McGee, Norman L. ""The Program"
brownleslie,008419617,Leslie Brown papers,31,title_match,Negro,"L. ""The Program of the Young College-bred Negro"" Mebane, Mary Milestones along the Color Line Military"
brownleslie,008419617,Leslie Brown papers,31,title_match,Negro,National Memorial to the Progress of the Colored Race National Negro Business League National Negro Congress National Training School/ Durham State
brownleslie,008419617,Leslie Brown papers,31,title_match,Negro,Progress of the Colored Race National Negro Business League National Negro Congress National Training School/ Durham State Normal [National Urban
brownleslie,008419617,Leslie Brown papers,31,title_match,Freedmen,NC Congress of Colored Parents and Teachers NC Convention of Freedmen NC Council of Defense NC Council on Defense NC Division
brownleslie,008419617,Leslie Brown papers,31,title_match,Negro,Council of Defense NC Council on Defense NC Division of Negro Education NC Equal Suffrage Amendment materials and correspondence NC Federation
brownleslie,008419617,Leslie Brown papers,31,title_match,Negro,and correspondence NC Federation/Colored Women's Clubs NC Negro Teachers Association minutes NC Public Charities NC Republican Party 1900s
brownleslie,008419617,Leslie Brown papers,31,title_match,Negro,Membership Lists (Durham) NCNW {National Council of Negro Women] Durham and NC 1940s NCNW Minutes 1960s Negro
brownleslie,008419617,Leslie Brown papers,31,title_match,Negro,Negro Women] Durham and NC 1940s NCNW Minutes 1960s Negro Durham Marches On Negro Hospital and Medical Needs NC 1945
brownleslie,008419617,Leslie Brown papers,31,title_match,Negro,and NC 1940s NCNW Minutes 1960s Negro Durham Marches On Negro Hospital and Medical Needs NC 1945 New Deal Agencies and
brownleslie,008419617,Leslie Brown papers,31,title_match,Negro,"and Black America Newbold, NC, ""Conference for Negro Edu. in Raleigh"" North Carolina Collection North Carolina"
brownleslie,008419617,Leslie Brown papers,31,title_match,Negro,"at War Reproductions Section on Shepard ""Senoirity and the Negro Worker"" by Robert C. Weaver Shepard, J.E. """
brownleslie,008419617,Leslie Brown papers,31,title_match,Negro,at Williams and in Berkshire County] Southeastern Federation of Negro Women's Clubs Southern Commission for the Study of Lynching
brownleslie,008419617,Leslie Brown papers,31,title_match,Negro,Trice Letters 1940s/50s [UNC Dept of History] Urban Negro History in NC U.S. News and W/R on
brownleslie,008419617,Leslie Brown papers,31,title_match,Negro,"Washington, B.T., Durham NC: A City of Negro Enterprise Weare, Walter, Black Business: Behind the"
brownleslie,008419617,Leslie Brown papers,31,title_match,Negro,/free Women United--Sovenir book/ Nat'l Council of Negro Women Women's Baptist Home and Foreign Mission Convention Women
brownleslie,008419617,Leslie Brown papers,31,title_match,Slavery,"-Am Hist. Notes Af-Am History, Slavery-American Revolution Af-Am History Survey Class 3/4"
brownleslie,008419617,Leslie Brown papers,31,title_match,Slavery,Law and Authority in 20c. US American Paradox-Slavery Annies' Women's History Courses (materials) Archive
brownleslie,008419617,Leslie Brown papers,31,title_match,Negro,(materials) Archive Syllabi Associations for the Protection of Negro Women Bibliographies (Af-Am Hist.) Black
brownleslie,008419617,Leslie Brown papers,31,title_match,Slavery,"misc. Emancipation Essay Prompts, misc. Evolution of Slavery Five Hundred Year Timeline Free African-American Women ("
brownleslie,008419617,Leslie Brown papers,31,title_match,Slavery,African-American Women (19th c.) Freedom From Slavery to Freedom Generations Timeline The Global Color Line TASP Great
<<<<<<< HEAD
brownleslie,008419617,Leslie Brown papers,31,title_match,Negro,"Course Syllabi, Williams Newton, I.G. ""Expansion of Negro Suffrage in North Carolina""        (1957) Notebooks"
brownleslie,008419617,Leslie Brown papers,31,title_match,Negro,"Ralston, Andrew ""What Racial Equality Means to the Negro""        (1923-1924) Reading Monographs Slave"
brownleslie,008419617,Leslie Brown papers,31,title_match,Slavery,(Review) Short paper--Dad Sisters and Mothers Slavery in Missouri SLPS SLWE- NEH St Louis Oral History Project
brownleslie,008419617,Leslie Brown papers,31,title_match,Slavery,"] The Freedom Business L-M R-W Slavery and Justice Survey Graphic, 1947 Jan. Rise and Fall"
bryantjohnemory,000847147,John Emory Bryant papers,17,note_match,abolitionist,"John Emory Bryant (1836-1900) was an abolitionist, teacher, Union officer with the 8th Maine Volunteers"
bryantjohnemory,000847147,John Emory Bryant papers,17,note_match,Freedmen,"officer with the 8th Maine Volunteers, agent of the Freedmen's Bureau, newspaper editor and publisher, lawyer,"
bryantjohnemory,000847147,John Emory Bryant papers,17,note_match,slaves,"and commanded African-American troops, leading raids to free slaves from nearby plantations. In 1864 Bryant married Emma Frances"
bryantjohnemory,000847147,John Emory Bryant papers,17,note_match,Freedman,"involvement in the Republican Party, temperance organizations, the Freedman's Bureau, and the Methodist Episcopal Church, as"
bryantjohnemory,000847147,John Emory Bryant papers,17,note_match,Freedman,"JEB would continue to work after the war in the Freedman's Bureau."", ""There are also three"
bryantjohnemory,000847147,John Emory Bryant papers,17,note_match,Freedmen,"the years 1863-1868 and include information about the Freedmen's Bureau at Augusta, conditions for Black people in"
bryantjohnemory,000847147,John Emory Bryant papers,17,note_match,plantation,"people in Georgia. While serving picket duty on a plantation in Beaufort, S. C., on September 8th,"
bryantjohnemory,000847147,John Emory Bryant papers,17,note_match,Freedmen,"later, JEB began his own letter book for the Freedmen's Bureau at Augusta, where he was serving under"
bryantjohnemory,000847147,John Emory Bryant papers,17,note_match,enslaved,". The correspondence, largely telegraphic describes conditions for foremerly enslaved Black people who were arriving in Augusta. Also documents"
bryantjohnemory,000847147,John Emory Bryant papers,17,note_match,slavery,"Hill, Maine, showing his early thoughts on temperance, slavery, and women. The series also includes writings and"
bryantjohnemory,000847147,John Emory Bryant papers,17,note_match,Freedmen,"writings and clippings pertaining to political conventions (including the Freedmen's convention of Georgia in 1866), historical views of the"
bryantjohnemory,000847147,John Emory Bryant papers,17,note_match,Negro,"Howard, ""Facts concerned with the Ballot for the Negro"" as told to John Emory Bryant\'s daughter,"
bryantjohnemory,000847147,John Emory Bryant papers,17,note_match,slavery,"Speeches and reports written about various topics including intemperance, slavery, war, patriotism, and the influence of women"
bryantjohnemory,000847147,John Emory Bryant papers,17,note_match,slavery,"G. Clarke, list of speeches given by defenders of slavery, racism, and the Confederacy, report of speech"
bryantjohnemory,000847147,John Emory Bryant papers,17,note_match,slavery,"H. Stephens ""Corner Stone"" speech in support of slavery and White supremacy, summary of remarks made by Reverend"
bryantjohnemory,000847147,John Emory Bryant papers,17,note_match,slavery,", clippings about the church and the divisions based on slavery, ""Our White Work in Georgia and Alabama"" clipping"
