eadid,bibnumber,collection_title,match_type,match_term,context_snippet,match_rule
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,notes,Miss,"Transcriptions of 4 letters to William Orpe, made by Miss Orpe and Marion Barratt ca. 1897 for Mr. Riggall",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,notes,wife,"] Includes handwritten note from J. J. Hickson to his wife. Dated 1832 Aug. 4. Includes: Clegg,",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,notes,wife,"an Irishman, who sent this particular copy to his wife. "" Extended title quote: ""Brethren, On",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,notes,wife,portraits that depict Maxfield along with (apparently) his wife and 13 children. Penciled notes on verso summarize history,GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,notes,Miss,"as a ""copy of the manuscript in possession of Miss Webb, Westminster Bank, 1 Stratford Place, Marylebone",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,", 1778 Nov. 3 Wesley, John, to ""Miss Sparrow, No. 2,"" 1779 Jan. 14",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,wife,"1762 Dec.                         15 Letter from Charles Wesley to [wife] Sally,[1763] June 9 Wesley, Charles, Bristol",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"Rebecca Gwynne fragment 1770 Nov. 6, Rebecca Gwynne to Miss Waller, London 1770 Dec. 3, Rebecca Gwynne to",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,", Charles Wesley, Jun., Edgwan Road, to Miss                         Tooth 1832 Feb. 4, Charles Wesley, Jun",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"Mrs.                         Wesley Undated, Charles Wesley, Jun. to Miss Newton Undated, Autograph fragment, unsigned Undated, Proposal",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"Cottle, Mary, Bristol, Portland Square, to Miss Wesley, 1796 Feb.                         9 Doddridge, M.,",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,", 1796 Feb.                         9 Doddridge, M., to Miss Wesley, London, 1796 Feb. 24 and                         25",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"25 [Doddridge, M.], Tewkesbury, to Miss Wesley, at Mrs. Quincy's, Green                         Hay",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"27 [Doddridge, M.], Tewkesbury, to Miss Wesley, at Mrs. Quincy's, Green                         Hay",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"Howard, Mary, Hyde Park, Picadilly, to Miss Wesley, 1797 Apr.                         13 Clowes, John,",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"Apr.                         13 Clowes, John, Manchester, to Miss Wesley, at H. Swineburne's Esq.,                         ",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"1797 June 5 Clowes, John, Scarsborough, to Miss Wesley, at Mrs. Quincy's, Green                         Hay",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"1797 Aug. 28 Clowes, John, Manchester, to Miss Wesley, at Mrs. Doddridge's,                         Tewkesbury,",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"1797 Aug.] Clowes, John, Manchester, to Miss Wesley, at Mrs. Doddridge's,                         Tewkesbury,",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"Sept. 14 D[oddridge], M., Tewkesbury, to Miss Wesley, [1797] Oct.                         11 D[oddridge]",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"                        11 D[oddridge], M., Bath, to Miss Wesley, London, 1801 Jan. 31                         [?",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"Mare, Elizabeth, Clegdon[?], to Miss [Sarah] Wesley, No. 7                         Great",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"Street, London, 1813 Apr. 20 [Wesley, Miss Sarah], London, to ?, 1815 Oct.",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"Oct. 12 Latrobe, C. G., London, to Miss Wesley, Portman Square, 1819 Aug.                         10 Mortimer",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"Aug.                         10 Mortimer, Mary, Ishington, to Miss Wesley, Marylbone, 1820 Sept.                         11 [Wesley",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,", John W. Wesley, Red Crop Warf, to Miss [Sarah] Wesley,                         Marylbone, 1824 Sept.",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"                        Manchester] Undated, John W. Wesley to [Miss Sarah Wesley] Charles Wesley, III, Subseries,",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Wife,"1836, 1932 and undated Other Wesley family members: Wife, children, and descendents of                            CW, undated",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,wife,"1632-1637 Barnard, John, letters to his wife, 1636-1637 Letter to Barnard from a Tho[mas",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"circa                         1778 Benson, Joseph, Leeds, to Miss North, Sheffield, 1782 May                         20 Benson,",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"                        1818 Butterworth, Joseph, Bedford Square, to Miss Mary Ann Clarke, n.p.,                         1820 June",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"                        earlier Clarke, Adam, n.p., to Miss MacMullin, Bath, 1815 June                         28 Colchester,",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"                        undated Hill, David, Teh Ngan, to Miss Middleton, n.p., 1884 Mar.                         26 Hill",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"Mar.                         26 Hill, David, Hankow, to Miss Middleton, n.p., 1884 Nov.                         7 Selina",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"Moore, H. and M.A., n.p., to Miss Tooth, n.p., undated Elizabeth (Ritchie)",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"Mar.                         31 Ritchie, Elizabeth, Bristol, to Miss [Sarah] Wesley, Mary'bone,                         London,",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"1793 Jan. 16 Ritchie, Elizabeth, Gloucester, to Miss [Sarah] Wesley, Mary'bone,                         1793 Jul.",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,",                         1793 Jul. 19 Mortimer, Elizabeth, to Miss [Sarah] Wesley, Mary'bone, 1811 Apr.                         ",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"1781                         Sept. 22 Newton, John, to 'Miss Janny' (Miss Jane Flower), 1778 May",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"Newton, John, to 'Miss Janny' (Miss Jane Flower), 1778 May                         9 Robert Newton",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"1787 Rogers, Hester Ann (Roe), to Miss Ann Loxdale, 1779 Jun. 5- 1781                         Dec. 25",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"-1845 and                      1930 Emett, Michael, to Miss Mary Barrett [i.e., Barritt?], 1798",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,wife,"-1860 and                         undated West, Francis Athow to wife, son, and other family members,                         1815",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"                        20 Wilberforce, William, n.p., to Miss [Sarah] Wesley, n.p., 1824 Jan.",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,wife,"June 2 Bull, W[illia]m, Dunstable, to his wife, Newport Pagnell,                         Buck[inghamshire], undated Bunting",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"1771-1778 Berridge, John, Everton, to Miss Orton, Bath, 1771 Mar.                            20 Berridge,",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"Mar.                            20 Berridge, John, Tabernacle, to Miss Orton, Bath, 1776 Mar.                            2 Berridge,",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"Wawn, 1823 Mar. 4 Moore, Joan, to Miss Bushall, Solberry, [1783] Aug. More,",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"                           18 Raikes, R[obert], Glocester, to Miss Miller, 1794 July 5, including                         portrait Rattenbury",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"Feb.                         11 Slater, Barnard, Rochdale, to Miss Sarah Slater, Ardwick Green, 1829                         April 4",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"William, 1812 and undated Pope, Jane, ""Miss Pope of the Theatre Royal Drury Lane,""                         ",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,wife," signed and sent by John Simpson to his                         wife, 1835 Ordination certificate, signed, To all to",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Wife,"6:1, 1821                      Apr. 9; and To My Wife, on Her Wedding Day,                      poem, 1821",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,", n.p., to Hester Ann Rogers, then Miss Roe,                            n.p., 1782 Apr. 13 18",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"Fletcher, Mrs. [Mary], Madeley, to Miss Tripp, n.p., 1812                            June 20 27",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"-63. McDonald, James, Dewsbury, to Miss Sophia Bradburn, n.p.,                            1821 Sept. 28",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"66. Gaulter, Henry, n.p., to Miss Sophia Bradburn, n.p., undated                            [postmarked",GenderTerms
frankbakercol,002472283,Frank Baker collection of Wesleyana and British Methodism,title,Miss,"71. Wood, James, n.p., to Miss Perronet, n.p., July                            1777 73.",GenderTerms
franklinjohnhope,002981387,John Hope Franklin papers,notes,wife,"NC in 1939. In 1940, Franklin married his wife of fifty-nine years, Aurelia Whittington Franklin.",GenderTerms
franklinjohnhope,002981387,John Hope Franklin papers,notes,wife,Professor Emeritus at UC in 1982. Franklin and his wife Aurelia retired to North Carolina in 1981 where he served,GenderTerms
franklinjohnhope,002981387,John Hope Franklin papers,notes,wife,"Materials are arranged by family member, with Franklin's wife, Aurelia, and his father, Buck Colbert Franklin",GenderTerms
franklinjohnhope,002981387,John Hope Franklin papers,notes,wife,"also includes materials from other family members, particularly his wife, Aurelia Whittington Franklin, whose papers span several boxes",GenderTerms
franklinjohnhope,002981387,John Hope Franklin papers,title,wife,"photographs, undated Franklin, Aurelia Whittington (JHF's wife) Address cards Publicity and clippings Honors and awards Miscellaneous",GenderTerms
fullframe,004306122,Full Frame Archive collection,notes,wife,"chronicles his father's work and tumultuous relationship with his wife, Julia, following them as their marriage implodes.",GenderTerms
fuquajb,003945558,J. B. Fuqua papers,title,Miss,"Fuqua including interview                 Material Story of Tom Harken & Miss Melba, Good                   Morning America Sunday, March 1",GenderTerms
gardiner,000854595,Ann Henshaw Gardiner papers,notes,Miss,"States. The daughter of Dr. and Mrs. Gardiner, Miss Ann Henshaw Gardiner, historian, scientist, and teacher",GenderTerms
gardiner,000854595,Ann Henshaw Gardiner papers,notes,Miss,"and all of which are illustrative of the career of Miss Gardiner. 1 item and 1 cassette tape added,",GenderTerms
gardiner,000854595,Ann Henshaw Gardiner papers,notes,Miss,1-24-73: Copies of the address Miss Gardiner gave at the fortieth anniversary banquet of the Alumni,GenderTerms
gardiner,000854595,Ann Henshaw Gardiner papers,notes,wife,"84: Letters written by Robert Verdier Snodgrass to his wife Sarah Ann Snodgrass, in Hedgesville, Va., while",GenderTerms
gardnerfw,003869180,Frank W. Gardner letters,notes,wife,"of handwritten letters Frank W. Gardner sent home to his wife, Jennie, between 1941 and 1944, during his",GenderTerms
gardnerp,000784972,Paris Cleveland Gardner papers,title,Miss,"; Miner's Medicine Co., et al.; Miss Ruth, Inc.; Mogelewsky N: New Book Company",GenderTerms
garrett,002449579,Stuart Wright Bibliographic Collection of George Garrett,title,Wife,my Bed Last Night   Double Exposure   The Faculty Wife   First Visit to the Land of Giants   The,GenderTerms
garrpap,002434439,George P. Garrett papers,title,Muse,", in them Long, Hot Summer                   Days Oh Muse, Speak to Me! Old Love Song Old man",GenderTerms
garrpap,002434439,George P. Garrett papers,title,Miss,"Sons, 1992 Wiggins, Marianne, Bet They'll Miss Us When We're                   Gone, 1991 Garrett,",GenderTerms
garrpap,002434439,George P. Garrett papers,title,Muse,", Brainstorm Sonata: A Profile of the                   Comprehensive Muse Abrams, Gordon, Diamond Adams, Ralph, On",GenderTerms
garrpap,002434439,George P. Garrett papers,title,Mistress,"Under the Coat,                 Please Kachman, Geneva, Mistress of Fine Arts Initial                   Examination Kafka, Kimberly,",GenderTerms
garrpap,002434439,George P. Garrett papers,title,Miss,"Henry Taylor, 1988, July 20 Garrett/Ole Miss on Faulkner, 1988, Aug. 5 Garrett at Aspen",GenderTerms
garrpap,002434439,George P. Garrett papers,title,Miss,"Fortnightly Club, 1988, May 3 Garrett at Ole Miss, 1988, Aug. 5 Garrett: ""New Letters",GenderTerms
garveyamyashwood,005830015,Amy Ashwood Garvey photographs,notes,wife,"for African and African American human rights, and first wife of Marcus Garvey. Most of the travel snapshots were",GenderTerms
gedney,006585324,William Gedney photographs and papers,notes,wife,"Osborne), and Paris (photographer Raghubir Singh and wife Anne Henning) are found throughout the collection, as",GenderTerms
gedney,006585324,William Gedney photographs and papers,notes,wife,"Raghubir Singh, a photographer from India, and his wife Anne; they both appear many times in the proof",GenderTerms
gedney,006585324,William Gedney photographs and papers,notes,wife,at what is now Golden Gate National Cemetery at his wife's gravesite. Images are of Peter Mason Bond's,GenderTerms
gedney,006585324,William Gedney photographs and papers,notes,wife,"what is now Golden Gate National Cemetery, at his wife's gravesite. This image is on a negative strip",GenderTerms
gedney,006585324,William Gedney photographs and papers,notes,wife,"and New Jersey, including noted artist Gwendolyn Knight, wife of Jacob Lawrence. Series: United States: New",GenderTerms
gedney,006585324,William Gedney photographs and papers,notes,wife,the city and his close friends Raghubir Singh and his wife Anne Henning. Series: Paris Series: Paris Series,GenderTerms
gedney,006585324,William Gedney photographs and papers,notes,wife,in multiple scenes along with friends Raghubir Singh and his wife Anne Henning. Series: United States: New York,GenderTerms
gedney,006585324,William Gedney photographs and papers,notes,wife,", but she may have been Beulah, Charles' wife. Appears on contact sheet(s): None found Includes people",GenderTerms
gedney,006585324,William Gedney photographs and papers,notes,wife,Also includes a few letters to Gedney from Singh's wife Anne de Henning. Topics range from thoughts on photography,GenderTerms
gedney,006585324,William Gedney photographs and papers,notes,wife,Also includes a few letters to Gedney from Singh's wife Anne de Henning. Topics range from thoughts on photography,GenderTerms
gedney,006585324,William Gedney photographs and papers,title,Miss,", train show, car demolition History school teacher, Miss Wooster Trappist monastery Car show, New York New York",GenderTerms
georgescuroegen,002364583,Nicholas Georgescu-Roegen papers,notes,wife,"until the Communist revolution in 1948 forced him and his wife, Otilia, to flee the country. The couple",GenderTerms
georgescuroegen,002364583,Nicholas Georgescu-Roegen papers,notes,wife,"in various capacities before he fled the country with his wife in 1948. Materials have been arranged into series,",GenderTerms
georgescuroegen,002364583,Nicholas Georgescu-Roegen papers,title,Muse,"Muldan, Juan Herstajn Murthy, Ranganath Murota, Takeshi Muse, William W. Mussard, Jean Mutz, Michael (",GenderTerms
glazerharrybernard,007443321,Harry Bernard Glazer papers,notes,wife,"Vietnam) from 1970-1972 from Harry to his wife, Carol, written while he was stationed in Vietnam",GenderTerms
glazerharrybernard,007443321,Harry Bernard Glazer papers,notes,wife,"the Vietnam War-era are from Harry to his wife, Carol Glazer, as well as some incoming correspondence",GenderTerms
glazerharrybernard,007443321,Harry Bernard Glazer papers,notes,wife,Corps. Harry Glazer's cousin. Harry Glazer's wife. Harry Glazer's younger brother. Harry Glazer's,GenderTerms
gohdesclarence,000854611,Clarence Louis Frank Gohdes papers,title,wife,"-1934 Poe Society, 1929-1935 Poe's wife, clippings, 1928 and undated ""The Raven""",GenderTerms
goldmanemma,007736925,Emma Goldman papers,title,Miss,".) Sophie Kropotkin (Paris, France) to Miss Addams (n.p.) Antoinette F. Konikow (Boston",GenderTerms
goldwaterleonard,005473155,Leonard J. Goldwater papers,notes,wife,and Margaret F. Goldwater Professorship to honor him and his wife. [Taken from The Leonard Goldwater papers contain draft,GenderTerms
gothaminc,002639611,Gotham Inc. records,title,Wife,. Bristol-Myers. Bufferin. Husband And                               Wife . 1981 234. Daniel And Charles. Bufferin.,GenderTerms
gothaminc,002639611,Gotham Inc. records,title,Miss,"-Myers. Extra Strength                               Bufferin. BMBX 1553 Miss Jones :30. 1982 Bufferin (continued),",GenderTerms
gothaminc,002639611,Gotham Inc. records,title,Wife,Bristol Myers. Comtrex.                               BMCE 3763 Husband And Wife Rev I :30. 1983 490. Bristol Myers,GenderTerms
gothaminc,002639611,Gotham Inc. records,title,Wife,Bristol Myers. Comtrex.                               BMCE 3743 Husband and Wife :30. Undated 493. Bristol Myers. Comtrex,GenderTerms
gothaminc,002639611,Gotham Inc. records,title,Wife,. LEM-ME. BMLQ                               8043 Husband & Wife :30; BMLO 8023 Sisters :30. 1988,GenderTerms
gothaminc,002639611,Gotham Inc. records,title,Wife,. LEM-ME. BMLQ 9073                               Husband & Wife Rev. :30. 1989 743. Laurence Charles Free,GenderTerms
gothaminc,002639611,Gotham Inc. records,title,Wife,Ross Laboratories.                               Ensure. LAEN 4173 Husband/Wife :30. 1994 1524. Laurence Charles Free &,GenderTerms
gothaminc,002639611,Gotham Inc. records,title,Wife,Ross Laboratories.                               Ensure. LAEN 4173 Husband/Wife :30; LAEN 4183 Husband/Wife-Tag,GenderTerms
gothaminc,002639611,Gotham Inc. records,title,Wife,Husband/Wife :30; LAEN 4183 Husband/Wife-Tag :30.                               1994 1526. Gotham,GenderTerms
gothaminc,002639611,Gotham Inc. records,title,Wife,Laboratories. Ensure. LAEN 5643 Younger                               Husband/Wife/Doc./CC :30. 1995 1527. Laurence Charles,GenderTerms
gothaminc,002639611,Gotham Inc. records,title,Wife,Laboratories.                               Ensure. LAEN 5313 Younger Husband/Wife :30; LAEN 5323 Younger Husband                               Wife/,GenderTerms
gothaminc,002639611,Gotham Inc. records,title,Wife,/Wife :30; LAEN 5323 Younger Husband                               Wife/Tag :30. 1995 1529. Gotham Inc.,GenderTerms
gothaminc,002639611,Gotham Inc. records,title,Wife,Ross Laboratories. Ensure. LAEN 5633                               Husband/Wife/Doc./CC :30. 1995 1531. Gotham Inc.,GenderTerms
gothaminc,002639611,Gotham Inc. records,title,Wife,Ross Laboratories. Ensure. LAEN 5633                               Husband/Wife/Doc :30; LAEN 5643 Younger Husband/,GenderTerms
gothaminc,002639611,Gotham Inc. records,title,Wife,/Doc :30; LAEN 5643 Younger Husband/Wife/Doc :30.                               1995 1532. Gotham,GenderTerms
gothaminc,002639611,Gotham Inc. records,title,Wife,. Gotham Inc. Ensure. LAEN 6013 Older Husband/Wife Reform                               Tag :30; LAEN 6023 Mom/,GenderTerms
gothaminc,002639611,Gotham Inc. records,title,Wife,. Gotham Inc. Ensure. LAEN 6013 Older Husband/Wife Reform                               Tag :30; LAEN 6023 Mom/,GenderTerms
gouldjohn,000855524,John Mead Gould papers,notes,wife,"the banking profession, and retired by 1915. His wife Amelia passed away in 1926 and John Gould died in",GenderTerms
gouldjohn,000855524,John Mead Gould papers,notes,wife,". The collection also contains the diaries of Gould's wife, Amelia Jenkins (Twitchell) Gould, 1860,",GenderTerms
gowinemmet,004171969,Emmet Gowin photographs,notes,wife,". He specializes in intimate portraits, particularly of his wife and other family members. He is also known for",GenderTerms
grabarekwensell,005816920,R. Wensell Grabarek papers,notes,wife,reading letters on integration; 24 - emotional letter from wife's friend; 26- summation of his view of;,GenderTerms
grahamfamily,000855554,Graham family papers,notes,wife,"Washington College. There are many letters between Edward's wife, Margaret (Alexander) Graham, and her children",GenderTerms
granthugh,002388010,Hugh Gladney Grant papers,notes,wife,"as revealing information about the relationship between Grant and his wife, and with their daughter; their daughter's education",GenderTerms
granthugh,002388010,Hugh Gladney Grant papers,notes,wife,their problems; and the relationships between Grant and his wife and their friends. There are also many letters between,GenderTerms
granthugh,002388010,Hugh Gladney Grant papers,notes,wife,"and October of 1937, Grant, accompanied by his wife and daughter, visited Balkan and Central European capitals on",GenderTerms
greenadeline,000855535,Adeline Burr Davis Green papers,notes,wife,"of Adeline (Burr) Davis Green, to his wife describing his life in California searching for gold; James",GenderTerms
greenpaula,007681522,Paula Green papers,title,Miss,"Day Media planning Media Proposals (English and Spanish) Miss America Miss America Model releases ""Mr. President-Elect",GenderTerms
greenpaula,007681522,Paula Green papers,title,Miss,"planning Media Proposals (English and Spanish) Miss America Miss America Model releases ""Mr. President-Elect"" New",GenderTerms
greenpaula,007681522,Paula Green papers,title,Miss,"Roxanne factory ILGWU ""Lillian"" :60 ILGWU ""Miss America"" ILGWU ""Miss America"" reels 1-",GenderTerms
greenpaula,007681522,Paula Green papers,title,Miss,""" :60 ILGWU ""Miss America"" ILGWU ""Miss America"" reels 1-4 ILGWU ""Miss America",GenderTerms
greenpaula,007681522,Paula Green papers,title,Miss,"""Miss America"" reels 1-4 ILGWU ""Miss America"" factory shots ILGWU Neptune shoot reel 1 ILGWU",GenderTerms
greenpaula,007681522,Paula Green papers,title,Miss,Fields Marval Demo Easter radio 3x:60 Marval Poulry Mike Sanyour Miss Paula Green Music miscellaneous Monty Pizza New York Post:,GenderTerms
grimballjohnberkley,000855550,John Berkley Grimball papers,notes,wife,. Both are buried at Magnolia. Grimball and his wife had at least eight children. Letters and papers of,GenderTerms
grimballjohnberkley,000855550,John Berkley Grimball papers,notes,wife,"during most of the war, and he and his wife, who was living in Spartanburg, corresponded frequently.",GenderTerms
grimballjohnberkley,000855550,John Berkley Grimball papers,notes,wife,"13 and 15, 1865, J.B. Grimball wrote his wife telling her about the valuables which were stolen from two",GenderTerms
haggadot,NULL,Duke University Libraries Collection of Haggadot,notes,wife,It is generally customary that the husband points to his wife because of the Biblical reference that a bad woman is,GenderTerms
haggadot,NULL,Duke University Libraries Collection of Haggadot,notes,wife,It is generally customary that the husband points to his wife because of the Biblical reference that a bad woman is,GenderTerms
haggadot,NULL,Duke University Libraries Collection of Haggadot,notes,wife,It is generally customary that the husband points to his wife because of the Biblical reference that a bad woman is,GenderTerms
hamilton,000855568,William Baskerville Hamilton papers,title,Miss,"Clyde, Paul H., 1940-1972 Coates, Miss W. D., 1958-1963 Cohn, David S.",GenderTerms
hamilton,000855568,William Baskerville Hamilton papers,title,Miss,", 1941 Oldham, Edward A., 1945 Ormsby, Miss M. A., 1966-1967 Overdyke, W. Darrell",GenderTerms
hamilton,000855568,William Baskerville Hamilton papers,title,Miss,", 1945 Wood, Charles K., 1961 Woodfin, Miss Maude H., 1942-1943 Woodward, Ellen S.",GenderTerms
hamilton,000855568,William Baskerville Hamilton papers,title,Miss,"12. Gladstone, William Ewart 13. Godman, Miss 14. Gore, Charles Alexander 15. Grant,",GenderTerms
hamiltonearl,002388074,Earl J. Hamilton papers,notes,wife,"a career that spanned fifty years. Together with his wife, Gladys Dallas Hamilton, he conducted important research during",GenderTerms
hamiltonjames,002582778,James Hamilton papers,notes,wife,and No. 260 Walnut Street in Philadelphia. His wife was Nancy Isabella Steedman (1780-c.1818) of,GenderTerms
hamiltonjames,002582778,James Hamilton papers,notes,wife,"and later lived in Liverpool. Collateral relations included his wife's niece Isabella Bethune (1804), his wife",GenderTerms
hamiltonjames,002582778,James Hamilton papers,notes,wife,"wife's niece Isabella Bethune (1804), his wife's cousin Margerat (Mrs. Daniel) Kennedy (1805",GenderTerms
hansenbetsygamble,005933000,Betsy Gamble Hansen papers,notes,wife,"'s mother). Other frequent correspondents include Tom's wife, Frances Menzies, and George's wife, Betty",GenderTerms
hansenbetsygamble,005933000,Betsy Gamble Hansen papers,notes,wife,"Tom's wife, Frances Menzies, and George's wife, Betty Menzies. Also included are birthday cards,",GenderTerms
hansonabraham,006620460,Abraham Hanson papers,notes,wife,"dated 1850-1866, Abraham Hanson wrote to his wife, Lydia, and one he wrote to his father",GenderTerms
hansonabraham,006620460,Abraham Hanson papers,notes,wife,"are also 15 incoming letters written to Hanson and his wife, dated 1846-1866, reporting on Hanson's",GenderTerms
hardenfamily,000855579,Harden family papers,notes,wife,") Harden (1794-1874) was his second wife. Their son, Edward Randolph Harden (1815-",GenderTerms
hardenfamily,000855579,Harden family papers,notes,wife,"1849), planter and politician; of his second wife, Mary Ann Elizabeth (Randolph) Harden (1794",GenderTerms
hardenfamily,000855579,Harden family papers,notes,wife,letters to Mary Ann Elizabeth Randolph; letters to his wife about farm work to be done in his absence;,GenderTerms
hardenfamily,000855579,Harden family papers,notes,wife,-in-law of Harden; letters to his wife while in the Georgia legislature in 1825; and letters,GenderTerms
hardenfamily,000855579,Harden family papers,notes,wife,", daughter of Edward Harden by his first marriage and wife of James Moore Wayne's nephew. Her letters give",GenderTerms
harley,000759679,George Way Harley papers,notes,wife,"-1966), missionary and physician, and his wife Winifred Jewell Harley were deposited in the Rubenstein Library by",GenderTerms
harley,000759679,George Way Harley papers,notes,wife,"to attend medical school, where he met his future wife, Winifred Frances Jewell. Responding to calls to mission",GenderTerms
harley,000759679,George Way Harley papers,notes,wife,"after receiving his M.D. in 1923, Harley and his wife left the U.S. under the auspices of the Board of",GenderTerms
harrietwassermanlitagency,002356543,Harriet Wasserman Literary Agency records,title,Miss,"Wrist, undated  Duffyvision, undated  Eyes for Miss Piggy,                            undated  Gunga Duke, undated  ",GenderTerms
harrietwassermanlitagency,002356543,Harriet Wasserman Literary Agency records,title,Wife,"Movement: Proposal, undated  Frozen Like Lot's Wife,                            undated  The Hungry Fighter,                            undated",GenderTerms
harrietwassermanlitagency,002356543,Harriet Wasserman Literary Agency records,title,Wife,"print), 1990                            August  The Fireman's Wife (print), 1989                            November  Good Evening",GenderTerms
harrietwassermanlitagency,002356543,Harriet Wasserman Literary Agency records,title,Wife,"uncorrected bound proof Bausch, Richard  The Fireman's Wife and Other Stories  paperback: American uncorrected bound proof",GenderTerms
harrietwassermanlitagency,002356543,Harriet Wasserman Literary Agency records,title,Miss,and the Tunnel Tenants   A Metropolitan Love Story   Miss Amanda Snap   My Fabulous New Life  paperback:,GenderTerms
harrietwassermanlitagency,002356543,Harriet Wasserman Literary Agency records,title,Miss,Norman   The Earthly Jerusalem  paperback: American  Miss Rhode Island  hardback: American paperback: American Krahn,GenderTerms
