oclc_num,bibnumber,last_update,creator,title,extent,match_type,terms,context_snippets,rule_ids
40067348,002508733,20090731093439.0," Hanes, Chisman, 1909- ","Chisman Hanes papers, [1830s]-1980.",75 items.,summary,racial,"religious and legal subjects, especially the church and the racial issue, 1959-1960, and the Prayer Book",RaceEuphemisms
40093292,002510132,20190306163650.0," Kwilecki, Paul, 1928-2009, http://id.loc.gov/authorities/names/n81064468 photographer. ","Paul Kwilecki photographs and papers, circa 1910s, 1960-2008 and undated.",Approximately 9480 items (41.5 lin. ft.),summary,race relations,", and house porches and interiors. The themes of race relations and religious life predominate. Many of Kwilecki's subjects",RaceEuphemisms
40234194,002520450,20181129144304.0, Duke University. Center for Documentary Studies. http://id.loc.gov/authorities/names/nr90003921 ,Behind the Veil: Documenting African-American Life in the Jim Crow South. 1940-1997 (bulk 1993-1997).,"14,018 items.",summary,racial,how African-Americans built communities during an age of racial oppression. The interviews include much information about family history,RaceEuphemisms
41027291,002561021,20201007124545.0," Douglass, Frederick, 1818-1895, http://id.loc.gov/authorities/names/n80013236 creator. ","Frederick Douglass letter and autograph, 1875-1880.",2 items.,summary,colored,"now in our hands, if wisely exercised, the colored people of this country need not fail to have all",RaceEuphemisms
41027266,002561108,20201001140356.0," Dix, Morgan, 1827-1908, http://id.loc.gov/authorities/names/n85158221 addressee. ","Morgan Dix letter of introduction from Samuel F. B. Morse, 1868 October 27.",1 item.,summary,troubles,", whom Morse asks Dix to aid in her present troubles.",RaceEuphemisms
41033592,002561137,19990325073443.0," Thomson, Kate. ","Autograph album, 1876-1880.",1 vol.,summary,colored,", with verse conveying sentiments of affection; and small colored pictures of flowers and birds pasted in.",RaceEuphemisms
41040421,002561320,20110407104637.0," Thomas, H. B. ","Papers, 1862-1872.",9 items.,summary,Negro,and the marriage of a local white woman to a Negro.,RaceEuphemisms
41057765,002562002,19990329080522.0," Tracy, James Francis. ","Papers, 1821-1828.",29 items.,summary,troubles,"concerning the difficulties he encountered on his new estate, troubles with his slaves, and misunderstandings with his neighbors.",RaceEuphemisms
41109647,002565035,19990406093118.0," Hammond, Marcus Claudius Marcellus, 1814-1876. ","Papers, 1873-1874.",4 items.,summary,racial,; politics in Ohio and elections of 1874; and racial attitudes in Ohio.,RaceEuphemisms
41134736,002565146,20110413122653.0," Montague, Andrew Jackson, 1862-1937. http://id.loc.gov/authorities/names/n88205800 ","Papers, ca. 1903-1906.",1 item.,summary,Negro,", 1902-1906, asking his pardon for a Negro who had been convicted of second degree murder.",RaceEuphemisms
41150391,002565800,19990412194726.0," Wayne, James Moore, 1790-1867. http://id.loc.gov/authorities/names/no90015050 ","Letters, 1834-1842.",3 items.,summary,Negro,"Wayne to Dr. Raymond Harris concerning sickness in his ""Negro camp,"" legal affairs, and states' rights",RaceEuphemisms
41161210,002566210,19990414082351.0," Hill, Rowland. http://id.loc.gov/authorities/names/n78028911 ","Papers, 1824-1827.",1 item.,summary,Negro,"Purchasing the Freedom of and Giving a Christian Education to Negro Slave Children,"" written by Samuel Starbuck in 1824",RaceEuphemisms
41167486,002567173,19990414172653.0," Hampton, E. D. ","Papers, 1857-1895 (1857-1875)",32 items.,summary,Negro,"and a handbill, 1868, advocating disenfranchisement of the Negro in North Carolina.",RaceEuphemisms
41168896,002567268,19990415101800.0," Mann, Horace, 1796-1859. http://id.loc.gov/authorities/names/n82137191 ","Papers, 1845-1848.",8 items.,summary,Negro,"masters, and one certificate of freedom issued to a Negro.",RaceEuphemisms
41177248,002567451,19990416083241.0,NULL,"""The Mad Dog,"" late 18th century.",14 items.,summary,colored,,RaceEuphemisms
41204648,002568434,20110407094107.0," Merritt, Benjamin H. ","Papers, 1856-1892.",22 items.,summary,Negro,"patent laws in Canada, and the hiring of three Negro maids including their work contracts.",RaceEuphemisms
41222970,002569153,20110407094214.0," Murphy, David. ","Papers, 1856-1865.",2 items.,summary,colored,", rosin size, black ink, medicines, and colored dyes.",RaceEuphemisms
41223016,002569159,20110413123826.0," Neilson, William Allan, 1869-1946. http://id.loc.gov/authorities/names/n83826600 ","Papers, 1943-1944.",3 items.,summary,Colored,in support of the National Association for the Advancement of Colored People.,RaceEuphemisms
41223008,002569160,19990421084553.0," Nelson, Hugh. http://id.loc.gov/authorities/names/n80072649 ","Papers, 1824-ca. 1831.",3 items.,summary,colored,"of Albemarle County, Virginia, to discuss the ""colored population"" of the state.",RaceEuphemisms
41230126,002569291,19990422101036.0," Perry, Wilson. ","Papers, 1839-1878.",18 items.,summary,Negro,", 1865, written by the Federal assistant superintendent of Negro affairs, orders Davis to free some Negroes.",RaceEuphemisms
41247500,002570745,19990426075037.0," Kessler, Frank B. Keslor. ","Papers, 1868-1888.",156 items.,summary,racial,"wife. Largely personal, the letters contain mention of racial violence in West Virginia, 1871; unemployment, 1876",RaceEuphemisms
41254215,002572335,19990427085613.0," Ingram, E. B. ","Papers, 1895-1896.",1 vol.,summary,Negro,", the arrival of drummers, and the preaching of Negro girl.",RaceEuphemisms
41254300,002572374,19990427085821.0," Johnson, Charles Spurgeon, Sr. ","Papers, 1931.",1 item.,summary,Negro,,RaceEuphemisms
41546353,002582806,20101103112952.0," Bunting, Jabez, 1779-1858. http://id.loc.gov/authorities/names/n82091019 ","Letters, 1836-1840.",2 items.,summary,Negro,Missionary Society of a parliamentary grant for the establishment of Negro schools in the British West Indies. The second letter,RaceEuphemisms
42584179,002613654,19991006144345.0,NULL,"Card Collection, [ca.1820-1950].",46 items.,summary,colored,"to Miss Virginia Sharp, and 41 sheets of Victorian colored scraps from Raphael Tuck's ""Gigantic Relief"" series",RaceEuphemisms
43738670,002683944,20110302130247.0," Lewis, John C. http://id.loc.gov/authorities/names/n2018047207 ","Papers, 1889-1894.",24 items.,summary,race relations,"courting, fighting, camp meetings, and comments on race relations, especially violence against African-Americans.",RaceEuphemisms
43738772,002683966,20000330123133.0,NULL,"North Carolina ledger, 1894-1898.",1 v.,summary,negro,"""widow who lost home,"" ""bury dead negro,"" and ""cash to cripple"" show that",RaceEuphemisms
45279801,002779171,20190214131007.0, Duke University. Center for Documentary Studies. http://id.loc.gov/authorities/names/nr90003921 ,"American Communities Oral History Collection, 1996-1997.",100 items.,summary,racial,how African-Americans built communities during an age of racial oppression. The interviews include much information about family history,RaceEuphemisms
45279803,002779173,20190315161957.0," Cibler, Sarah A. (Saylor), creator. ","Sarah Cibler papers, 1861-1865.",39 items.,summary,Colored,". Jacob also writes about the formation of the Tennessee Colored Zouave Regiment, which African Americans were eager to volunteer",RaceEuphemisms
45442632,002793933,20180612102846.0," Ortiz, Bobbye S. http://id.loc.gov/authorities/names/n88229956 ","Bobbye Ortiz sound recordings, ca. 1950-1985.",316 sound recordings.,summary,race relations,"the United States, including topics such as integration and race relations, the women's movement, labor movements (including",RaceEuphemisms
46344999,002878454,20010228113129.0," Houghton, Malachi. ","Papers, 1825-1858.",11 items.,summary,negro,family and two promissory notes for the hiring of a negro slave.,RaceEuphemisms
46888513,002982734,20110602093610.0," Davis, Clarence W. http://id.loc.gov/authorities/names/n89633083 ","Letters, [1943]-1945.",375 items.,summary,negro,"me for I miss you too much and these European negro lovers are very disgusting."" Davis is able to",RaceEuphemisms
47942662,003010578,20110715111545.0," Ward, Libbie, 1838-1914. ","Libbie Ward Papers, 1828-1913 and undated.",110 items.,summary,colored,"""There are some very intelligent and fine-looking colored men here I tell you it makes one feel bad",RaceEuphemisms
47942675,003010583,20181204103125.0," Spaulding, Asa T. (Asa Timothy), 1902-1990. http://id.loc.gov/authorities/names/n96092091 ","Asa and Elna Spaulding papers, 1930-1984 (bulk 1960-1979).","144 lin. ft. (108,000 items.)",summary,Colored,of Commissioners; the National Association for the Advancement of Colored People; National Urban League; Women-in-,RaceEuphemisms
47942690,003010595,20210209075549.0, North Carolina Council of Churches. http://id.loc.gov/authorities/names/n86149020 ,"North Carolina Council of Churches Records, 1935-2019.",104.25 linear feet.,summary,race relations,"to act on a variety of social concerns, including race relations, poverty, immigration, the death penalty, war",RaceEuphemisms
49647508,003067411,20020424082210.0, Duke University. Department of History. http://id.loc.gov/authorities/names/no2001080175 ,"Cultural Perspectives of the 20th Century U.S. South Student Papers, 1997.",11 items .2 linear feet.,summary,racism,"Mills near Burlington, N.C.; African-Americans and racism in the workforce; Durham, N.C., school desegregation",RaceEuphemisms
49647521,003067424,20111004103323.0," Shurdlow, John C. ","United States Christian Commission Diary, 1864 September 26-October 28.",1 item .10 linear feet.,summary,colored,mentioned but did not describe attending the funeral of a colored soldier and the Colored Hospital chapel at City Point.,RaceEuphemisms
49647521,003067424,20111004103323.0," Shurdlow, John C. ","United States Christian Commission Diary, 1864 September 26-October 28.",1 item .10 linear feet.,summary,Colored,describe attending the funeral of a colored soldier and the Colored Hospital chapel at City Point. The preface to the,RaceEuphemisms
50144999,003086940,20210416090649.0," Trimiar, Roy C., 1901-1989, creator. ","Roy C. Trimiar letters, 1939-1943 (bulk 1942 July-1943 February).",120 items (0.6 linear ft.),summary,Colored,"mainly date from Trimiar's service in the U.S. Army Colored Troops stationed at Fort Bragg, N.C., and Fort",RaceEuphemisms
50144999,003086940,20210416090649.0," Trimiar, Roy C., 1901-1989, creator. ","Roy C. Trimiar letters, 1939-1943 (bulk 1942 July-1943 February).",120 items (0.6 linear ft.),summary,racism,discharge because of his age; and strategies to avoid racism. The letters also demonstrate his concern for his wife,RaceEuphemisms
50144999,003086940,20210416090649.0," Trimiar, Roy C., 1901-1989, creator. ","Roy C. Trimiar letters, 1939-1943 (bulk 1942 July-1943 February).",120 items (0.6 linear ft.),bionote,Colored,"private in the Q.M. Det. SC-CASC, Colored, and the Ser. Det. SC-4th, Colored",RaceEuphemisms
50144999,003086940,20210416090649.0," Trimiar, Roy C., 1901-1989, creator. ","Roy C. Trimiar letters, 1939-1943 (bulk 1942 July-1943 February).",120 items (0.6 linear ft.),bionote,Colored,"Colored, and the Ser. Det. SC-4th, Colored, 1942-1943. He was born in Homer",RaceEuphemisms
51907978,003157741,20200225164530.0," Painter, Nell Irvin. http://id.loc.gov/authorities/names/n79027041 ","Nell Irvin Painter papers, 1793-2019 and undated, bulk 1876-2007.","134,625 items (184.25 lin. ft.)",summary,Negro,The Narrative of Hosea Hudson: His Life as a Negro Communist in the South; Standing at Armageddon: The,RaceEuphemisms
51907978,003157741,20200225164530.0," Painter, Nell Irvin. http://id.loc.gov/authorities/names/n79027041 ","Nell Irvin Painter papers, 1793-2019 and undated, bulk 1876-2007.","134,625 items (184.25 lin. ft.)",summary,race relations,"early-19th to the mid-20th century, particularly as expressed in race relations, in women's history, and in the South",RaceEuphemisms
51908164,003157744,20030324133319.0, Duke University. Department of English. http://id.loc.gov/authorities/names/no2001080182 ,"It's Raining Men: Sex and Identity in African-American Culture Student Zines, 2002.",16 items (.6 lin. ft.),summary,racism,"include sexuality in general, and homosexuality in particular; racism; body image; feminism, especially ""diva""",RaceEuphemisms
52444844,003205761,20091009145403.0," Turnipseed, Andrew Spencer, 1911-2002. ","Andrew Spencer Turnipseed papers, 1902-2002 (bulk 1928-1965)","20,050 items (32.5 lin. ft.)",summary,race relations,"files on topics such as Methodism; civil rights; race relations; and public education, including higher education for African",RaceEuphemisms
53905923,003258642,20140728111550.0," Washington, Booker T., 1856-1915. http://id.loc.gov/authorities/names/n79063604 ","Booker T. Washington correspondence, 1903-1916, 1933 and undated.",107 items (.5 lin. ft.),summary,Negro,of the Committee of Twelve for the Advancement of the Negro Race by Booker T. Washington and W.E.B. Du Bois.,RaceEuphemisms
884920566,003288374,20140730134926.0," Oakes, Henry Nathaniel, 1935- http://id.loc.gov/authorities/names/n90719650 ","Henry Nathaniel Oakes papers, 1904-1974 and undated.","Approv. 5,000 items (9.5 lin. ft.)",summary,racial,"friend Booker T. Washington, Jones's accomodationist approach to racial integration, as well as the black struggle for equality",RaceEuphemisms
166275182,003376494,20180725084244.0," Stone, Chuck. http://id.loc.gov/authorities/names/n50010556 ","Chuck Stone papers, 1931-2007 and undated.","18,650 items (36.2 lin. ft.)",summary,racial,") and his research interests over the years, including racial politics in the U.S., African-Americans in the",RaceEuphemisms
792807240,003450725,20120501090559.0," Thompson, Mary McCornack. ","Mary McCornack Thompson diaries, 1887-1962.",96 items (2.4 lin. ft.),summary,race relations,"detailed entries offer a glimpse into the social conditions, race relations, and native cultures of various South African regions.",RaceEuphemisms
778875051,003480452,20130419151337.0," Lincoln Hospital (Durham, N.C.) http://id.loc.gov/authorities/names/n2002133335 ","Lincoln Hospital (Durham, N.C.) records, 1901-1988 and undated.",7656 f items (19.9 lin. ft.),summary,racial,". The collection as a whole documents the bi-racial cooperation that was involved in establishing, running, and",RaceEuphemisms
176109563,003501022,20120203164254.0," Marshall, Stanley C. ","Stanley C. Marshall papers, 1944-2005 and undated.",11625 items 17.5 lin. ft.,summary,Negro,"that include UNICEF, the Conflict Resolution Center, the Negro Educational Emergency Drive (NEED, a project of the",RaceEuphemisms
1024083503,003501052,20180223150229.0,NULL,"Joan Little collection, 1973-1975.",0.6 linear ft.,summary,racism,"rights, prisoner's rights, and the issue of racism in the criminal justice system. The collection mainly consists",RaceEuphemisms
1024083503,003501052,20180223150229.0,NULL,"Joan Little collection, 1973-1975.",0.6 linear ft.,bionote,racism,"against rape, prisoner's rights, as well as racism and classism in the criminal justice system.",RaceEuphemisms
NULL,003515858,20090901134624.0," Collins, Daniel A., 1916-2007. http://id.loc.gov/authorities/names/no2005035684 ","Daniel A. Collins Papers, 1942-1986.",100 items (.2 lin. ft.),bionote,Colored,"Bay Area office, the San Francisco Foundation for Aged Colored People and the Northern California United Negro College Fund.",RaceEuphemisms
NULL,003515858,20090901134624.0," Collins, Daniel A., 1916-2007. http://id.loc.gov/authorities/names/no2005035684 ","Daniel A. Collins Papers, 1942-1986.",100 items (.2 lin. ft.),bionote,Negro,"Foundation for Aged Colored People and the Northern California United Negro College Fund. In addition, he also ran a",RaceEuphemisms
873610549,003768623,20181204102927.0," Student Nonviolent Coordinating Committee (U.S.). http://id.loc.gov/authorities/names/n50010550 40th Anniversary Conference (2000 : Raleigh, N.C.) ","Student Nonviolent Coordinating Committee 40th anniversary conference videocassette tapes, 2000.",16 items (.5 lin. ft.),summary,racism,nonviolent direct action to attack segregation and other forms of racism.,RaceEuphemisms
281480841,003810363,20091008150701.0," Pratt, Minnie Bruce. http://id.loc.gov/authorities/names/n82027162 ","Minnie Bruce Pratt papers, 1870s-2005 bulk 1975-2005.","70,000 items (94.0 lin. ft.)",summary,racism,"gender identity, sexuality, and Pratt's fight against racism, sexism, imperialism and other forms of intolerance.",RaceEuphemisms
823308077,003815353,20181114132640.0," Evans, Joseph Claude, http://id.loc.gov/authorities/names/n84208810 creator. ","J. Claude Evans family papers, circa 1930s-2000s.",21000 items (28.8 lin. ft.),summary,racial,sermons and other speeches. He began speaking out on racial justice in 1942 with a sermon attacking the biological idea,RaceEuphemisms
369383203,003833784,20181129151831.0," Gamble, Sidney D. (Sidney David), 1890-1968. http://id.loc.gov/authorities/names/n88036804 ","Sidney D. Gamble photographs, 1906-2007 and undated.","approximately 12,250 items (21.0 lin. ft.)",summary,colored,,RaceEuphemisms
741522742,003834951,20140212195155.0," Watts, Charles DeWitt. ","Charles DeWitt Watts papers, 1917-2004 and undated.",7249 items (13.6 lin. ft.),summary,race relations,"on the early 20th century history of Durham, including race relations, but the bulk of the papers relate to the",RaceEuphemisms
423417157,003852165,20100517144803.0, Center for Death Penalty Litigation. ,"Center for Death Penalty Litigation Records, 1969-2006 and undated.","38,250 items (51 lin. ft.)",bionote,racism,"death row. Its work often involves the investigation of racism and the judicial process, and the treatment of the",RaceEuphemisms
268658973,003854958,20180820165033.0," Colored Mail Order Corporation of America, creator. ","Colored Mail Order Corporation of America records, 1939.",9 items,summary,Colored,,RaceEuphemisms
1049988588,003859842,20201001140354.0," Doubleday, Ulysses, 1824-1893, http://id.loc.gov/authorities/names/n2005002532 creator. ","Ulysses Doubleday letter, 1862 March 14-15.",1 letter (4 pages),bionote,Colored,"Army officer, Colonel of the 3rd and 45th U.S. Colored Troops, and a member of the New York Stock",RaceEuphemisms
1099535607,003871728,20190501162056.0," Greely, A. W. (Adolphus Washington), 1844-1935, http://id.loc.gov/authorities/names/n83124685 creator. ","A. W. Greely papers, 1863-1909.",43 items.,summary,Colored,"obtaining a position in a regiment of the 81st U.S. Colored Infantry, which participated in the Seige of Port Hudson",RaceEuphemisms
145582745,003871751,20070626134313.0, Hoyns (Family) ,"Hoyns family album, 1873.",1 item (0.2 linear ft.),summary,colored,"-visite, and tintypes. Some are hand-colored. Obituary clippings for several family members are pasted into",RaceEuphemisms
872281503,003881277,20140318154001.0," Carter, Mandy, 1948- http://id.loc.gov/authorities/names/no2020004203 ",Mandy Carter papers. 1970-2013.,124875 items (166.5 lin. ft.),bionote,racial,", she has been involved in peace, social, racial and LGBT organizing at the local, state, regional",RaceEuphemisms
755904597,003885652,20111005094320.0," Kitchin, William W. (William Walton), 1866-1924. http://id.loc.gov/authorities/names/n86148493 ","William Kitchin collection on N.C. State Association of Democratic Clubs, 1890 July-October.",11 items (0.1 lin. ft.),summary,Negro,"members to action in ""opposition to Republican principles and Negro domination"" and announced the state convention. Attached to",RaceEuphemisms
458632933,003912027,20110204144902.0," Hine, Darlene Clark. http://id.loc.gov/authorities/names/n79067944 ","Darlene Clark Hine papers, 1879-1996 and undated bulk 1950-1996.",9225 items (24.6 lin. ft.),summary,race relations,"movement; African American suffrage, particularly in Texas; race relations in the United States; African American women in the",RaceEuphemisms
NULL,003916749,20090929155246.0, Global Rights. ,"Global Rights records, 1980-2006 and undated.",8745 items (17.4 lin. ft.),summary,racial,and targeting sexual slavery and human trafficking; and targeting racial discrimination in the U.S. and abroad. An extensive set,RaceEuphemisms
317363598,003979547,20180118143042.0," Cripps, Thomas. http://id.loc.gov/authorities/names/n88116726 ","Thomas Cripps papers, 1839-2009 and undated, bulk 1940s-2009.",(98 linear. ft.),summary,racial,"and publication files document Cripps's investigations into representations of racial and ethnic stereotypes in popular culture, particularly in film",RaceEuphemisms
804863248,004033542,20120807091627.0," Minor, Robert, 1884-1952. http://id.loc.gov/authorities/names/no2002112099 ","Robert Minor papers, 1942-1952.",21 items (0.2 lin. ft.),summary,race relations,"The documents primarily relate to socialism's potential impact on race relations, and African-American expectations of change as a",RaceEuphemisms
804863248,004033542,20120807091627.0," Minor, Robert, 1884-1952. http://id.loc.gov/authorities/names/no2002112099 ","Robert Minor papers, 1942-1952.",21 items (0.2 lin. ft.),summary,Race Relations,"the war effort. Includes materials from a Conference on Race Relations held in 1942 and drafts for the conference report,",RaceEuphemisms
712141448,004081860,20140417102807.0, Duke University. Center for Documentary Studies. http://id.loc.gov/authorities/names/nr90003921 ,"Youth Document Durham and Durham Works Project records, 1995-2008 and undated.","Approx. 10,085 items (45.5 lin. ft.)",summary,race relations,or Hispanic and their topics often highlight social conditions and race relations in African American and Hispanic communities in Durham neighborhoods and,RaceEuphemisms
712141448,004081860,20140417102807.0, Duke University. Center for Documentary Studies. http://id.loc.gov/authorities/names/nr90003921 ,"Youth Document Durham and Durham Works Project records, 1995-2008 and undated.","Approx. 10,085 items (45.5 lin. ft.)",summary,racism,", food cultures, jobs and education, music, racism, technology, teen violence, work cultures, and",RaceEuphemisms
NULL,004142697,20180914142930.0,NULL,"SNCC Mississippi materials, 1960-1970.",500 items (1.0 lin. ft.),summary,Negro,"SNCC report, ""The General Condition of the Mississippi Negro,"" (18 pgs) with general census trends",RaceEuphemisms
436458683,004198474,20100316100213.0, American Catalin Corporation. ,"American Catalin Corporation salesman's sample book, 1928-1930.",1 item,bionote,colored,"N.Y., in 1927; it developed the light-colored, transparent, filler-free Bakelite resin in a",RaceEuphemisms
727944850,004226392,20181203112040.0," North Carolina Mutual Life Insurance Company (Durham, N.C.) ","North Carolina Mutual Life Insurance Company Archives, 1850, 1888-2000s and undated, bulk 1920-2008.",228 linear ft.,summary,racism,"to the African American community throughout its history to counter racism, unemployment, and diseases by means of public health",RaceEuphemisms
680498852,004261255,20171025134826.0,NULL,"Campaign to free Mrs. Rosa Lee Ingram collection, 1954 February-May.",3 items,summary,racial,Stratford. The handling of the case aroused concern about racial injustice in the southern judicial system which led to the,RaceEuphemisms
680498852,004261255,20171025134826.0,NULL,"Campaign to free Mrs. Rosa Lee Ingram collection, 1954 February-May.",3 items,summary,Colored,"American community, the National Association for the Advancement of Colored People (NAACP), and the communist-influenced",RaceEuphemisms
694189978,004272668,20190320095941.0," Miller, Maynard. ","Maynard Miller photograph album of occupied Japan, 1946.",".5 linear ft., 1 volume.",summary,Negro,"of discrimination -- one about Senator Bilbo and ""the Negro problem"" in Mississippi (1 p.) and another",RaceEuphemisms
621263798,004279446,20181203112350.0," Reed, Sam, -1999, http://id.loc.gov/authorities/names/no2003005863 creator. ","Sam Reed papers, 1973-2001.","2.0 linear ft., approximately 700 items.",summary,race relations,"or touched on by these materials include the history of race relations in Durham, N.C.; Durham politics; activism in",RaceEuphemisms
658230450,004291050,20180221122902.0," Barrow, Lionel C., 1926-2009, creator. ","Lionel Barrow papers, 1930s-2008.",48.3 linear ft.,summary,Negro,and clippings from her membership in the National Council of Negro Women in the 1950s-1960s. Acquired as part of the,RaceEuphemisms
656865735,004348210,20191113144253.0, Duke University. Center for Documentary Studies. http://id.loc.gov/authorities/names/nr90003921 ,"Dorothea Lange-Paul Taylor Prize photography collection, 1996-2019.","10 linear ft., 91 prints, 4 digital video files : sound, color.",summary,racial,"and ""colorism,"" prejudice within one's own racial community based on one's skin hue, documented and",RaceEuphemisms
693949805,004658311,20181129151107.0," El-Amin, Theresa. ","Theresa El-Amin papers, 1960s-2010.","22,500 items (30.0 lin. ft.)",summary,Racism,"Radical Congress, Solidarity, and the Southern Anti-Racism Network. Also contains materials from the Black Liberation movement",RaceEuphemisms
693949805,004658311,20181129151107.0," El-Amin, Theresa. ","Theresa El-Amin papers, 1960s-2010.","22,500 items (30.0 lin. ft.)",summary,racism,"health care, Durham and North Carolina politics, and racism. The printed materials within the collection include union magazines",RaceEuphemisms
693949805,004658311,20181129151107.0," El-Amin, Theresa. ","Theresa El-Amin papers, 1960s-2010.","22,500 items (30.0 lin. ft.)",bionote,Racism,member of the Labor Party and the Southern Anti-Racism Network.,RaceEuphemisms
756777729,005098296,20111012150250.0," Beecher, John, 1904-1980. http://id.loc.gov/authorities/names/n50007899 ",John Beecher [reading at] Alabama A & M College 1967 April 26.,"1 sound tape reel (60 min.) : magnetic, 3 3/4 ips ; 7 in.",bionote,racism,"poet, and rancher. Dedicated his life to eradicating racism and inequality, especially among blacks and steelworkers. Great",RaceEuphemisms
796796220,005140926,20120626134342.0," Kaplan, Kivie, 1904-1975. http://id.loc.gov/authorities/names/n94073617 ","Kivie Kaplan papers, 1968-1971.",26 items (0.2 lin. ft.),summary,Colored,", president of the National Association for the Advancement of Colored People (NAACP) from 1966 to 1975. The",RaceEuphemisms
772609984,005195426,20120113095210.0," United States. Army. http://id.loc.gov/authorities/names/n79063202 Colored Cavalry Regiment, 2nd (1863-1866) ","United States Army 2nd Colored Cavalry Regiment orders and morning reports, 1864-1866.",7 items (1.0 lin. ft.),bionote,Colored,,RaceEuphemisms
846845666,005456630,20130606152712.0, Danckelman & Schrader Company. ,"Danckelman & Schrader Company cigarette card album de figuritas ""Londres,"" between 1900 and 1910.",1 v.,summary,colored,", all mounted on album leaves, many hand-colored. Contains a near-complete run of Series 1",RaceEuphemisms
811847768,005663027,20121004131928.0," Barbelle, 1888-1957. http://id.loc.gov/authorities/names/no2003006949 ","Albert W. Barbelle Illustrated Sheet Music Collection, circa 1915-1955.",Approx. 600 items (8.0 lin. ft.),summary,racial,"I and II, romance and courtship, immigration and racial identity, and travel.",RaceEuphemisms
861229538,005732272,20131022141417.0," Jackson, Kate. http://id.loc.gov/authorities/names/nb99178852 ","Kate Brigham Jackson letters, 1911, 1926.",14 items (0.1 lin. ft.),summary,racial,"travel in Iran. She comments on the lack of racial mixing and the impact of British rule in India,",RaceEuphemisms
818256377,005732447,20140414154004.0," Hanaoka, Seishū, 1760-1835. http://id.loc.gov/authorities/names/n88091783 ","Notes from lectures of Seishu Hanaoka, circa 1802-1806.",28 cm. [16] leaves.,summary,colored,"of breast tumors and anesthesiology. Includes 16 hand-colored drawings of breast tumors and surgeries, including illustrations of",RaceEuphemisms
826176312,005772628,20130211152651.0," Helfand, William H. http://id.loc.gov/authorities/names/n82134328 ","William H. Helfand collection of medical prints and posters, 1695-1991, bulk 1800-1899.",34 items (3.0 lin. ft.),summary,colored,": lithographs and engravings, some of which are hand colored. Ranging in size from 5""x8"" to 19""x23""",RaceEuphemisms
863066217,005804595,20131118085515.0,NULL,"Lettres Philosophiques..., 1771.",1 v.,summary,coloured,"including 4 full-page gouache illustrations, and several coloured borders and tailpieces). The manuscript is an unpublished",RaceEuphemisms
862431525,005833740,20131108122005.0, Housewives League of Detroit. http://id.loc.gov/authorities/names/n92054525 ,"Housewives League of Detroit ephemera collection, 1940-1950 and undated.",9 items (0.1 lin. ft.),summary,Negro,"Institute regarding reservations for a room at the 1950 National Negro Business League meeting. Also includes undated material, a",RaceEuphemisms
837344522,005835621,20130409130900.0," United States. Army. http://id.loc.gov/authorities/names/n79063202 Colored Infantry Regiment, 46th (1863-1864) ","United States Army 46th Colored Infantry Unit muster and pay rolls, 1863-1864.",2 items (3.0 lin. ft.),bionote,Colored,"In May 1864, it came under the Bureau of Colored Troops and was designated the 46th United States Colored Infantry",RaceEuphemisms
837344522,005835621,20130409130900.0," United States. Army. http://id.loc.gov/authorities/names/n79063202 Colored Infantry Regiment, 46th (1863-1864) ","United States Army 46th Colored Infantry Unit muster and pay rolls, 1863-1864.",2 items (3.0 lin. ft.),bionote,Colored,"of Colored Troops and was designated the 46th United States Colored Infantry. The unit served at Milliken's Bend,",RaceEuphemisms
859201360,005844673,20140320115122.0, Saltar family. ,"Saltar family correspondence, 1759-1880 and undated.",266 items (.5 lin. ft.),summary,Colored,"the circumstances surrounding the recruitment of the 3rd United States Colored Troops commander, Benjamin C. Tilghman. A few earlier",RaceEuphemisms
844105444,005857152,20131031153631.0," Alligood, Douglass L. http://id.loc.gov/authorities/names/nr2006000179 ","Douglass L. Alligood papers, 1963-2013 and undated.",700 items (2.0 lin. ft.),summary,Negro,"includes clippings and a 1963 audio recording, Adventures in Negro History. Companies referenced in the materials include BBDO,",RaceEuphemisms
861750628,005924443,20131030113620.0," Kenyatta, Charles. http://id.loc.gov/authorities/names/n2016004284 ","""Death, 'A Rumor in our Communities'"" essay, 1971.",1 item (0.01 lin. ft.),summary,racism,"''' regarding the place of the judicial system, racism, governmental systems, but most especially police department's",RaceEuphemisms
867861435,005976059,20140110123750.0," Gesell, August, 1856-1933. ","August Gesell account and sketch book, 1865, 1875-1909.",1 item (0.5 lin. ft.),summary,colored,"and Sign Painter and Glazing,"" and a second colored drawing in the in the form of an 1870s trade",RaceEuphemisms
882580223,005990916,20200204114214.0," Bedford, Kristin, photographer. ","Kristin Bedford photographs, 1930s-2018.",10.0 linear ft.; 15 boxes,summary,racial,"Picture,"" images of members of the multi-racial Peace Mission Movement religious community, founded by Father and",RaceEuphemisms
882580223,005990916,20200204114214.0," Bedford, Kristin, photographer. ","Kristin Bedford photographs, 1930s-2018.",10.0 linear ft.; 15 boxes,summary,race relations,"and other items; materials in this series speak to race relations in the 20th century, the civil rights movement,",RaceEuphemisms
865087376,005991020,20131212115544.0, M. Le Clear & Co. ,"M. Le Clear & Co. Frederick Douglass photograph portrait, between 1865-1895.",3 items (0.01 lin. ft.),summary,colored,"at the camera, and is wearing a light-colored suit, dark vest, white shirt and a tie",RaceEuphemisms
