eadid,bibnumber,collection_title,match_type,match_term,context_snippet,match_rule
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,wife,". He sends detailed accounts of the war to his wife, Maria, daughter of S.C. Governor Pickens. Butler",GenderTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,negro,Marshall Counties in Mississippi in an effort to have a negro named Isaac returned to De Soto County from the protection,RaceTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,negro,Marshall Counties in Mississippi in an effort to have a negro named Isaac returned to De Soto County from the protection,SlaveryTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,negro,Marshall Counties in Mississippi in an effort to have a negro named Isaac returned to De Soto County from the protection,RaceEuphemisms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,slaves,"by that time in dire circumstances, should free the slaves and muster them into the Army. Cleburne outlined the",SlaveryTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,wife,"a riot. Two letters written by Davis to his wife in Camden, South Carolina, during the Civil War",GenderTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,slaves,Habersham Iron Works; papers relating to the sale of slaves to the family; and an inventory showing that in,SlaveryTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,slaves,"family purchased most of the land, goods, and slaves of Book of arithmetic problems and rules. Collection centers",SlaveryTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,PLANTER,"S.C., describes the stealing of a steamship, THE PLANTER, by a party of African Americans. Several letters",SlaveryTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,PLANTER,"S.C., describes the stealing of a steamship, THE PLANTER, by a party of African Americans. Several letters",Aggrandizement
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,prominent,"advertising, announcements and letters to the editors. Some prominent names appear in the subscription correspondence. Of particular interest",Aggrandizement
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,wife,", 6th Regiment of the S.C. Volunteers, and his wife, Eliza A. (Chandler) Huddleston. The first",GenderTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,wife,"(Sept. 12, 1863) Huddleston recounts to his wife the story of having to watch as two fellow South",GenderTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,Indian,"with Iredell's recommendation. Papers chiefly concern military and Indian affairs, including a fight with the British at Mobile",RaceTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,Indians,"Ala., 1814; raids of the Creek and Seminole Indians; relations between the U. S. government and the Indians",RaceTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,Indians,Indians; relations between the U. S. government and the Indians in Alabama; the use of U. S. troops to,RaceTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,Indians,War of 1812 and on government relations with the Creek Indians. This collection consists military and other papers of Gen.,RaceTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,slaves,", dated 1831. One represents the sale of 21 slaves to Jesup, while the other is the official District",SlaveryTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,Revolutionary,"1779). Most of the letters and documents concern Revolutionary War matters, such as the raising of the militia",Aggrandizement
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,prominent,for the payment of debts for supplies. Many names prominent in Maryland history are mentioned. Collection contains Jones's,Aggrandizement
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,abolition,College and a member of a volunteer group concerned with abolition. In all of the letters he wrote with a,SlaveryTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,Freedmen,"This, and a reference to several laborers as ""Freedmen"" indicate that Kee's laborers were African American.",SlaveryTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,slavery,which African Americans were co-opted into semi-slavery in many parts of the South. Collection consists of,SlaveryTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,Revolutionary,"directed to Governor Thomas Sim Lee of Maryland during the Revolutionary War. Included are two letters from Army provisioners,",Aggrandizement
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,wife,One letter from the General Council grants a man and wife the right to return to Great Britain despite the war,GenderTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,Indians,"United States, pertaining to a treaty with the Sioux Indians, and a letter from the sculptor, John Stevens",RaceTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,wife,"-1816) were written by Alexander Lucas to his wife Mary while he visited Pennsylvania and Washington, D.C. Legal",GenderTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,Revolutionary,"Lucas, and Margaret Lucas and concerning the estate and Revolutionary War military bounty of their grandfather, Thomas Lucas.",Aggrandizement
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,wife,Maryland Historical Society. Chiefly letters to McIntosh from his wife and other relatives. Several are written to him in,GenderTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,wife,"dated February 4, 1865, is to McIntosh's wife from her brother, R. Gerrard Sifford, while he",GenderTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,Miss,final item is an April Fool's rhyme sent to Miss Mary Megahey. These are miscellaneous items gifted by Harry,GenderTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,wife,", Ohio, describes daily routines of a homemaker and wife as well as family concerns. There are additional entries",GenderTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,pioneer,remedies. An undated essay by Murdoch's husband describes pioneer life in Ohio. Included in this collection are Civil,Aggrandizement
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,Revolutionary,"?] of land owned by William Coates, a Revolutionary officer and Justice of the Peace for the township of",Aggrandizement
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,plantation,; financial papers relating to the operation of Pickens' plantation in Alabama; a mortgage bond; and an Agricultural,SlaveryTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,prominent,"this collection are 30 engravings, most of them of prominent American statesmen. Included in the collection are engravings of",Aggrandizement
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,Freedmen,"affairs. Other documents include legal papers, including one Freedmen's Bureau document of 1866 which indentures an orphaned African",SlaveryTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,slaves,"Correspondence concerns chiefly cotton growing, trade and prices; slaves who worked in cotton fields; financial matters; Washington",SlaveryTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,wife,Carolina. Many of the letters are to Sims' wife Jane Emily Sims (Farnandis). Includes an autobiographical,GenderTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,plantation,"Other documents include an obituary for Franklin H. Elmore, plantation and general account books, and some material on Sims",SlaveryTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,Indians,"General Jackson,"" and his ""treatment of the Indians."" Correspondence, financial papers, and legal documents",RaceTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,plantation,", and legal documents, concerning William Sims' extensive plantation holdings in South Carolina. Includes two account books.",SlaveryTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,slaves,cotton trade and prices; the price and availability of slaves; and the beginnings of a textile industry on the,SlaveryTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,plantation,; and the beginnings of a textile industry on the plantation. Local and state politicians in South Carolina are often,SlaveryTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,planter,", as is the general economic plight of the Southern planter in the period (ca. 1819-1830)",SlaveryTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,planter,", as is the general economic plight of the Southern planter in the period (ca. 1819-1830)",Aggrandizement
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,plantation,", prices, and sales), and household and plantation expenses. Legal papers are confined to deeds, documents",SlaveryTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,slaves,"land litigation, military commissions, and documents relating to slaves, such as indentures and lists of slaves on the",SlaveryTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,slaves,"relating to slaves, such as indentures and lists of slaves on the plantation. Also includes genealogical information on the",SlaveryTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,plantation,", such as indentures and lists of slaves on the plantation. Also includes genealogical information on the Sims family.",SlaveryTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,wife,", 1st Regiment, N.C. Cavalry, chiefly to his wife Sarah in N.C. Letters span Sloan's military career from",GenderTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,wife,"home in Providence. Two letters from Sternes to his wife, expressing affection and concern, and a third letter",GenderTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,wife,"Va.; and a number of letters to Stuart's wife, Flora, in Wytheville(?), Va.",GenderTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,wife,"'s advancement in the C.S.A., his concern for his wife's well-being, and efforts to arrange for",GenderTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,prominent,"Tyler and his family. Petition, 1834, from prominent residents of King and Queen County, Va., asking",Aggrandizement
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,Freedmen,War; a property document (1865) from the Freedmen's Bureau; and a grant of military bounty lands,SlaveryTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,wife,Washington correspondence and several engravings of both Washington and his wife Martha. These items are located in Box 9 of,GenderTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,Gentleman,"Adams in response to a request for an autograph. Gentleman's pocket book, bound in suede with flap.",Aggrandizement
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,prominent,"and of many letters that he wrote. Letters from prominent scientists such as James Renwick, Asa Gray, James",Aggrandizement
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,wife,". Correspondence of Elizabeth Washington (Gamble) Wirt, wife of William, and two sons, Dabney Carr and",GenderTerms
dalton,001662928,Harry L. and Mary K. Dalton collection,title,Revolutionary,"P. Putnam's Sons records, 1886-1908     Revolutionary War autographs, 1776-1784     Roosevelt, Theodore",Aggrandizement
daniels,000784868,Josephus Daniels papers,notes,wife,"letters of condolence upon the death of his mother and wife. Daniels' correspondents, in addition to those mentioned",GenderTerms
daniels,000784868,Josephus Daniels papers,notes,wife,", and condolences after the deaths of his mother and wife. Arranged chronologically. Chiefly official communications maintained while Daniels",GenderTerms
dannermark,005937398,Mark Danner papers,notes,prominent,The Mark Danner Papers document Danner's career as a prominent writer and journalist. Materials in the collection date from,Aggrandizement
davenportguy,001582411,Guy Davenport papers,notes,prominent,"the works and progress of Davenport's contemporaries, including prominent writers such as Ezra Pound and Samuel Beckett. Postcards",Aggrandizement
davenportguy,001582411,Guy Davenport papers,notes,prominent,"the works and progress of Davenport's contemporaries, including prominent writers such as Ezra Pound and Samuel Beckett. Postcards",Aggrandizement
davidhenry,007515394,Henry David papers,notes,notable,field of reproductive behavior and public policy. He is notable for his longitudinal studies on the psychological aspects of abortion,Aggrandizement
davidhenry,007515394,Henry David papers,notes,Distinguished,"awards, including the 1993 American Psychological Association Award for Distinguished Contributions to the International Advancement of Psychology. Collection is",Aggrandizement
davidhenry,007515394,Henry David papers,title,Arab,Togo Tongo Trinidad and Tobago Tunisia Turkey Transkei Uganda United Arab Emirates United Kingdom Uruguay Venezuela Vietnam Yemen Zaire Zambia Zimbabwe,RaceTerms
davidsonbruce,009678979,Bruce Davidson photographs,title,wife,"Isaac Singer at his Broadway home At home with his wife Elodie [Robert Osborne] Robert Osborne, cartoonist Washington",GenderTerms
davidsoncathy,005259909,Cathy Davidson papers,notes,distinguished,at Duke University since 1996 and has held a second distinguished chair as the John Hope Franklin Humanities Institute Professor of,Aggrandizement
davidsonpaul,002963987,Paul Davidson papers,notes,notable,of a few clippings and speeches folders. The most notable group of correspondents are his fellow post-Keynesians such,Aggrandizement
davidsonpaul,002963987,Paul Davidson papers,title,Civilized," Economica, 1972-1974  Economics for a Civilized Society,                      1988-1996  Economics for a",RaceTerms
davidsonpaul,002963987,Paul Davidson papers,title,Civilized,"Society,                      1988-1996  Economics for a Civilized Society (Japanese                      edition), 1988-1996",RaceTerms
davidsonpaul,002963987,Paul Davidson papers,title,Dyke,"1968-2000 Vadakin, James C., 1980 Van Dyke, Ted, 1981 Vernon, Raymond, 1977-",RaceTerms
davis,000741955,John Hobart Davis papers,notes,Blacks,"Topics discussed in the collection include Davis' attitude toward Blacks, especially his prejudice toward Black officers, foraging raids",RaceTerms
davisfamily,003931662,Davis Family papers,notes,slave,"its history back to William Roscoe Davis, a former slave and religious and civic leader in Hampton, who lived",SlaveryTerms
davisfamily,003931662,Davis Family papers,notes,blacks,"1862) was the teacher at the first school for blacks in Hampton, Virginia, which started in 1861 under",RaceTerms
davisfamily,003931662,Davis Family papers,title,Negro,", various dates  Cotton Needs Pickin': Characteristic Negro Folk                            Dances [pamphlet], 1928 Davis,",RaceTerms
davisfamily,003931662,Davis Family papers,title,Negro,", various dates  Cotton Needs Pickin': Characteristic Negro Folk                            Dances [pamphlet], 1928 Davis,",SlaveryTerms
davisfamily,003931662,Davis Family papers,title,Negro,", various dates  Cotton Needs Pickin': Characteristic Negro Folk                            Dances [pamphlet], 1928 Davis,",RaceEuphemisms
davisgriff,002565777,Griffith J. Davis photographs and films,notes,prominent,"related materials relating to Davis's trips to Liberia; prominent African American writers, poets, or artists such as",Aggrandizement
davisgriff,002565777,Griffith J. Davis photographs and films,notes,wife,"Davis, in Monrovia, Liberia. Griffith Davis's wife, Muriel Corrin Davis, and their infant son,",GenderTerms
davisgriff,002565777,Griffith J. Davis photographs and films,notes,wife,"Davis, in Monrovia, Liberia. Griffith Davis's wife, Muriel Corrin Davis, and their infant son,",GenderTerms
dawsonfamily,003882799,Dawson family papers,notes,slaves,1830s-1840s) outlining the disposition of his property including several slaves and a plantation along the Neuse River.,SlaveryTerms
dawsonfamily,003882799,Dawson family papers,notes,plantation,the disposition of his property including several slaves and a plantation along the Neuse River.,SlaveryTerms
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,notes,notable,"of French research for Colonial Williamsburg. Warrington befriended several notable persons, including Theodore Roosevelt and Joseph Conrad. He",Aggrandizement
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,notes,wife,", whose original name was Austin John Reeks; his wife, Sarah Ida Fowler (Morgan) Dawson; and",GenderTerms
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,notes,race relations,"seances and mediums; the Taft administration; Roosevelt and race relations; the Negro in Liberia, Nigeria, Haiti,",RaceEuphemisms
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,notes,Negro,"the Taft administration; Roosevelt and race relations; the Negro in Liberia, Nigeria, Haiti, and the U.S.",RaceTerms
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,notes,Negro,"the Taft administration; Roosevelt and race relations; the Negro in Liberia, Nigeria, Haiti, and the U.S.",SlaveryTerms
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,notes,Negro,"the Taft administration; Roosevelt and race relations; the Negro in Liberia, Nigeria, Haiti, and the U.S.",RaceEuphemisms
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,notes,wife,""" They both refer to Francis W. Dawson and his wife, but they refer to them as the addressee's",GenderTerms
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,notes,abolition,"nullification, the Bank of the United States crisis, abolition, and other aspects of American politics. Dispatches of",SlaveryTerms
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,notes,slavery,and Oregon; the Mexican War and the question of slavery in the territories and its implications for disunion; and,SlaveryTerms
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,notes,Father of,"on reverse side. Brother of Sarah Morgan Dawson. Father of F.W. Dawson, I. Brother of F.W. Dawson, I.",Aggrandizement
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,notes,Revolutionary,"portraits, busts, sketches, etc. depicting with Revolutionary War figures, French soldiers, Williamsburg, and Yorktown",Aggrandizement
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,notes,Revolutionary,"on a number of topics, including family genealogy, Revolutionary War research, his research on Williamsburg, and miscellaneous",Aggrandizement
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,notes,Revolutionary,", some typescript. Warrington Dawson's research on the Revolutionary War. Includes copies, photostats, handwritten extracts,",Aggrandizement
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,notes,wife,"Cooper."" Virginia Fourgeaud was F.W. Dawson's first wife, who died in 1872. Includes portraits of:",GenderTerms
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,title,Muse,", F. W. Murrin, James to Dawson, Warrington Muse, Benjamin to Dawson, Warrington Musser, Mary to",GenderTerms
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,title,Revolutionary," Rochambeau Headquarters at Newburgh - Restored Early Boston Miscellaneous Revolutionary Period Images Francois Marie Comte d'Aboville Hubert, Comte de",Aggrandizement
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,title,Planter,"of                 Luzon and Magazine Streets Damage to the Old Planter's Hotel, St. Philip's Church, Church Home",SlaveryTerms
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,title,Planter,"of                 Luzon and Magazine Streets Damage to the Old Planter's Hotel, St. Philip's Church, Church Home",Aggrandizement
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,title,Bill of Sale,"Berri, regent of France. Duke de Sully. Bill of Sale. MS. Duke de Sully. Legal document- estate",SlaveryTerms
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,title,Revolutionary,. MS. Warrington Dawson's Research Files Genealogical Research Revolutionary War Research Miscellaneous Journal Extracts of French Officers Maps of,Aggrandizement
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,title,Revolutionary,"                l'Independence des Etats-Unis"" French Dead in Revolutionary War, Lists of French Officers Lists of French Dead",Aggrandizement
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,title,Slavery,"Francis W. Poetry Dawson, Francis W. Providential Aspects of Slavery Dawson, Francis W. Reform in South Carolina Dawson,",SlaveryTerms
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,title,Natives,"d'Honneur"" at                 Ecouen Dawson, Warrington. The Natives Dawson, Warrington. Le Negre aux Etats-Unis",RaceTerms
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,title,Negro,"[Sleeping Sickness] Dawson, Warrington. The Southern Negro Dawson, Warrington. The Spirit of Pershing's Army",RaceTerms
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,title,Negro,"[Sleeping Sickness] Dawson, Warrington. The Southern Negro Dawson, Warrington. The Spirit of Pershing's Army",SlaveryTerms
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,title,Negro,"[Sleeping Sickness] Dawson, Warrington. The Southern Negro Dawson, Warrington. The Spirit of Pershing's Army",RaceEuphemisms
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,title,Successful,"Play in One                 Act Dawson, Warrington. The Successful Honest Man: A Play in Five                 Scenes Dawson",Aggrandizement
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,title,Pioneer,"Morris. Colonel George Morgan: ""A Forgotten                 Pioneer"" Morgan, James Morris. [Essays on the",Aggrandizement
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,title,Race Relations,". [Nairobi Speech] Roosevelt, Theodore. [Race Relations] Savelle, Max. George Morgan, Esquire",RaceEuphemisms
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,title,Gentleman,"Savelle, Max. George Morgan, Esquire, Gentleman of the American                 Revolution Sharp, William Graves.",Aggrandizement
dawsonrobertedward,002963988,Robert Edward Dawson papers,title,Distinguished,on Financial Aid to               Students National Medical Association: Distinguished Service Award National Medical Association: House of Delegates National,Aggrandizement
dawsonrobertgrady,002440991,Robert Grady Dawson papers,title,wife,"Sermons Sermons Sermons Sermons Memorial service booklet for Grady's wife, Elizabeth Howland Dawson,                      1980 (includes biographical",GenderTerms
dbjrandall,003252346,Dale B. J. Randall papers,notes,Troubles,"time, and Randall refers to it as ""The Troubles."" There are also syllabi, examination questions,",RaceEuphemisms
dbjrandall,003252346,Dale B. J. Randall papers,notes,Wife,working editing Cervantes and A Soliloquy of a Farmer's Wife.,GenderTerms
dbjrandall,003252346,Dale B. J. Randall papers,title,Troubles,"              1988-1992 (2 folders) ""The Troubles,"" 1988 (2 folders) Accession (UA2003",RaceEuphemisms
dbjrandall,003252346,Dale B. J. Randall papers,title,Wife,"cards, 1990s Early writings Soliloquy of a Farmer's Wife, notes,               publicity, etc. Grandmother's",GenderTerms
dbjrandall,003252346,Dale B. J. Randall papers,title,Wife,"letters, used for Soliloquy of                 a Farmer's Wife Family history materials: obituaries, genealogy, photographs Cleveland",GenderTerms
dbjrandall,003252346,Dale B. J. Randall papers,title,Slaves,". Pleadards, re: Blounts Seville Sir Henry Blount Slaves and Harems Spanish Language in England Thomas Blount Women/",SlaveryTerms
dbjrandall,003252346,Dale B. J. Randall papers,title,Wife,Women/Virginity 2 Versions Soliloquy of a Farmer's Wife Soliloquy Correspondence No. 3  Soliloquy Correspondence No.,GenderTerms
debruynmaria,006604787,Maria de Bruyn papers,notes,Aboriginal,"low literacy or illiterate patients, and Native American, Aboriginal, and First Nation communities. Buttons and ribbons Original",RaceTerms
debruynmaria,006604787,Maria de Bruyn papers,title,ethnic,"Meditteranean countries HIV/AIDS in developing countries and among ethnic minorities in the                 Netherlands Ipas, HIV/AIDS",RaceTerms
debruynmaria,006604787,Maria de Bruyn papers,title,Expert,"12th International Conference on AIDS, Geneva Proceedings of the Expert Meeting on Female Genital Mutilation,                 Ghent Hivos Symposium",Aggrandizement
debruynmaria,006604787,Maria de Bruyn papers,title,Asians,health Gay men: Africa Gay men: Asia/Asians Gay men: Latin American countries/Caribbean Gay men,RaceTerms
dembywilliam,006256770,William Demby papers,notes,wife,"attorney Barbara Ann Morris after the death of his first wife and split his time between Florence, Italy and Sag",GenderTerms
dembywilliam,006256770,William Demby papers,notes,notable,"David M. Rubenstein Rare Book & Manuscript Library. Most notable in the William Demby Papers are his unfinished novel,",Aggrandizement
demingrichard,008113799,Richard Deming papers,title,Wife,U.N.C.L.E.: The Velvet Voice Affair The Semi-perfect Wife Unfinished Scripts Plays Even If You Had Two Heads The,GenderTerms
deonchevalier,008176322,Chevalier d'Eon papers,notes,Revolutionary,"to don his uniform and to serve in the American Revolutionary War were turned down, and he was refused permission",Aggrandizement
deonchevalier,008176322,Chevalier d'Eon papers,notes,Revolutionary,his female persona in order to fight in the American Revolutionary War. The seven items are wrapped in a blue,Aggrandizement
derbygeorgemcclellan,004038484,George McClellan Derby Letters,notes,wife,"-American War, as well as letters to his wife, Bessie (Kidder) Derby, and several letters",GenderTerms
derbygeorgemcclellan,004038484,George McClellan Derby Letters,notes,prominent,"nature, offers insights into the private life of this prominent military engineer and an indication of the challenges involved in",Aggrandizement
derbygeorgemcclellan,004038484,George McClellan Derby Letters,notes,wife,"includes more than 80 letters to Derby or to his wife from her uncle, Clarence F. Low, the Resident",GenderTerms
derbygeorgemcclellan,004038484,George McClellan Derby Letters,notes,wife,resided with Low in New Orleans while Derby and his wife vacationed in Italy.,GenderTerms
derianpatricia,004343338,Patricia Murphy Derian papers,title,Arab,"Conference proceedings re: Human Rights in the Islamic and Arab                         World, 1992 Deterring Humanitarian Law Violations: Strengthening",RaceTerms
deseethiopiaphotographs,004094806,"Dese, Ethiopia photographs",notes,slave,"bearers, processions, a local calvary unit, a slave, roads, houses, fountains, wells, a",SlaveryTerms
devereuxfamily,000851750,Devereux Family papers,notes,prominent,"Devereux family lived in Raleigh, N.C. They were a prominent and wealthy family before the civil war. This collection",Aggrandizement
devereuxfamily,000851750,Devereux Family papers,notes,wealthy,"lived in Raleigh, N.C. They were a prominent and wealthy family before the civil war. This collection is largely",Aggrandizement
devereuxfamily,000851750,Devereux Family papers,notes,slaves,"the French spoliation claims. There are also comments on slaves and manumission, Dare County, lumbering, the Lane",SlaveryTerms
devereuxfamily,000851750,Devereux Family papers,notes,manumission,"spoliation claims. There are also comments on slaves and manumission, Dare County, lumbering, the Lane and Mordecai",SlaveryTerms
devereuxfamily,000851750,Devereux Family papers,notes,plantation,"-1839, of Thomas Pollock Devereux; and a plantation account book, 1842-1863, of John Devereux",SlaveryTerms
devereuxfamily,000851750,Devereux Family papers,notes,slaves,"Montrose, and Runiroi plantations and giving extensive lists of slaves with names, dates of birth, purchase, or",SlaveryTerms
devereuxfamily,000851750,Devereux Family papers,title,Plantation,papers Legal papers Writings Legal papers Legal papers John Devereux Plantation Account book Recipes: Mrs. J. Devereux Annie Lane Devereux,SlaveryTerms
diamondpeter,005965559,Peter Diamond papers,notes,prominent,The Peter Diamond papers document Diamond's career as a prominent economist. Materials in the collection date from 1966 to,Aggrandizement
diamondpeter,005965559,Peter Diamond papers,notes,Expert,. Panel chaired by Peter Diamond. 2 copies. Expert Report No. 28 to Sweden's Globalisation Council.,Aggrandizement
diamondpeter,005965559,Peter Diamond papers,notes,Wife,"Drafts include preparation for articles such as ""Husband and Wife Age Differences and Social Security"" (1982) and",GenderTerms
diamondpeter,005965559,Peter Diamond papers,title,Expert,Health Care: Economic Implications 1991-2010: An Expert                 Panel Report to the Advisory Council on Social Security,Aggrandizement
diamondpeter,005965559,Peter Diamond papers,title,Wife,"Equilibrium,               1981 Search Equilibrium, 1981 Husband-Wife Age Differences and Social Security, 1982 Cost of Living",GenderTerms
dickersonmahala,004096422,Mahala Ashley Dickerson papers,notes,plantation,"seventeen miles outside of Montgomery, Alabama, on a plantation owned by her father. Dickerson attended primary school at",SlaveryTerms
dimitry,000853469,John Bull Smith Dimitry papers,notes,wife,"family members, particularly her brother William Hardeman and his wife Mary. Colonel Stuart took little part in the raising",GenderTerms
dimitry,000853469,John Bull Smith Dimitry papers,notes,plantation,"Mississippi. Mary Hardeman restored La Vega, her Mississippi plantation, and Ann Hardeman lived there until her death in",SlaveryTerms
dimitry,000853469,John Bull Smith Dimitry papers,notes,wife,"Robert Burns Mayes (born 1820), whose first wife had died, leaving several children. Their first child",GenderTerms
dimitry,000853469,John Bull Smith Dimitry papers,notes,wife,"years following the Civil War, John Dimitry and his wife Adelaide traveled to South America where he taught languages in",GenderTerms
dimitry,000853469,John Bull Smith Dimitry papers,notes,prominent,"The deaths of James, and then Oscar Stuart receive prominent attention. Correspondence regarding business and personal interests of Colonel",Aggrandizement
dimitry,000853469,John Bull Smith Dimitry papers,notes,natives,"the social life, customs, and temperament of the natives. Correspondents from outside of the family include John Henninger",RaceTerms
dismalswamp,000853472,Dismal Swamp Land Company records,notes,bills of sale,"Financial records of the Dismal Swamp Land Company, including bills of sale, monthly ledgers, insurance certificates, and dividends awarded",SlaveryTerms
dixonfamilync,002561109,Dixon family papers and photographs,notes,wife,"also two letters (1863, 1864) to his wife, Love Ann Dixon, discussing troop activities and smallpox",GenderTerms
dixonfamilync,002561109,Dixon family papers and photographs,notes,wife,are Columbus H. Dixon as a young man; his wife Love Ann Dixon (1832-1909); his,GenderTerms
dixonfamilync,002561109,Dixon family papers and photographs,notes,wife,"1931), textile mill owner; John Dixon's wife, Hester Wilson Dixon. The latest dated photographs are",GenderTerms
dixonfamilync,002561109,Dixon family papers and photographs,notes,wife,"which I do not believe."" He asks his wife to baptize their daughter ""Sarah Rosalyne."" He",GenderTerms
dixonfamilync,002561109,Dixon family papers and photographs,notes,wife,"Carte-de-visite portrait of Jackson and his wife, Sarah Rosalind Dixon, who was the daughter of",GenderTerms
dixonfamilync,002561109,Dixon family papers and photographs,notes,wife,carte-de-visite portrait of Jackson and his wife. Jackson died in 1886. Simple card mount measures,GenderTerms
dixonfamilync,002561109,Dixon family papers and photographs,notes,wife,"later hand a note reads, ""Campbell Jackson and wife (Rossie). Jack, your Grand Father and",GenderTerms
dixonfamilync,002561109,Dixon family papers and photographs,notes,wife,Allison so it may be a sister or his first wife. Simple card mount with red border measures 2 1/2,GenderTerms
dixonfamilync,002561109,Dixon family papers and photographs,notes,wife,x 3 3/4 inches. May be Hugh Allison and wife Love Ann Dixon. Carte-de-visite portrait,GenderTerms
