eadid,bibnumber,collection_title,match_type,match_term,context_snippet,match_rule
gergendavid,002963978,David Richmond Gergen papers,notes,racial,"Campaign,1992 and Presidential Debates Including opinions on public policy and racial problems [materials continued in boxes 29 and 34]",RaceEuphemisms
glazerharrybernard,007443321,Harry Bernard Glazer papers,notes,troubles,"newspaper and the War Production Board; his ongoing relationship troubles with his parents, including descriptions of physical abuse by",RaceEuphemisms
globalrights,003916749,Global Rights records,notes,racial,and targeting sexual slavery and human trafficking; and targeting racial discrimination in the U.S. and abroad. An extensive set,RaceEuphemisms
globalrights,003916749,Global Rights records,notes,Racial,"the International Convention on the Elimination of All Forms of Racial Discrimination, and the Convention on the Elimination of All",RaceEuphemisms
globalrights,003916749,Global Rights records,notes,racial,"and the ratification of international human rights treaties, combatting racial discrimination (particularly in South Africa), and women",RaceEuphemisms
globalrights,003916749,Global Rights records,notes,Racial,"the International Convention on the Elimination of All Forms of Racial Discrimination (CERD), the Convention on the Elimination",RaceEuphemisms
globalrights,003916749,Global Rights records,notes,racial,victims of sex crimes during wartime. Projects related to racial and gender-based discrimination in the United States and,RaceEuphemisms
goldblattdavid,002520506,David Goldblatt photographs and films,notes,racial,"that saw itself as superior, and an object of racial and religious oppression; this may explain in part the",RaceEuphemisms
gouldjohn,000855524,John Mead Gould papers,notes,troubles,"lived in South Carolina for a time, but financial troubles forced them to return to Maine in 1867. He",RaceEuphemisms
grimballjohnberkley,000855550,John Berkley Grimball papers,notes,Colored,"the oath of allegiance, of his having seen U.S. Colored Troops for the first time, and of reports that",RaceEuphemisms
grimsley,002342981,Jim Grimsley papers,notes,racism,"violence, homosexuality, the lives of young boys, racism and desegregation, and growing up in the Southern United",RaceEuphemisms
gurganusallan,008022877,Allan Gurganus Papers,notes,Racial,; Strangers on a Train; Sufficient Candy: A Racial Memory; The Tailor and the Leg; The Taste,RaceEuphemisms
guthrie,001021268,Milo Guthrie papers,notes,racism,"such as AIDS, nuclear freeze, environment, and racism. Arranged alphabetically by topic. Scattered issues from a",RaceEuphemisms
haggadot,NULL,Duke University Libraries Collection of Haggadot,notes,colored,1946. Black and white drawings with first two pages colored in by hand. Non-traditional text which reflects,RaceEuphemisms
haggadot,NULL,Duke University Libraries Collection of Haggadot,notes,colored,"dust jacket. Location: Springfield, Massachussetts Text is colored according to when it was written. Bookmark, with",RaceEuphemisms
haggadot,NULL,Duke University Libraries Collection of Haggadot,notes,colored,1946. Black and white drawings with first two pages colored in by hand. Non-Traditional text which reflects,RaceEuphemisms
haggadot,NULL,Duke University Libraries Collection of Haggadot,notes,colored,"dust jacket. Location: Springfield, Massachussetts Text is colored according to when it was written. Bookmark, with",RaceEuphemisms
haggadot,NULL,Duke University Libraries Collection of Haggadot,notes,colored,"-122. Location: Springfield, Massachussetts Text is colored according to when it was written. Bookmark, with",RaceEuphemisms
haggadot,NULL,Duke University Libraries Collection of Haggadot,notes,colored,1946. Black and white drawings with first two pages colored in by hand. Non-Traditional text which reflects,RaceEuphemisms
hancock,000760976,Gordon Blaine Hancock papers,notes,race relations,". Among those efforts was a course he organized on race relations at Virginia Union University in 1922, which is believed",RaceEuphemisms
hancock,000760976,Gordon Blaine Hancock papers,notes,racial,", Hancock became an outspoken leader in the struggle for racial equality, speaking at over 40 black and white colleges",RaceEuphemisms
hancock,000760976,Gordon Blaine Hancock papers,notes,Negro,"the Lines,"" which he wrote for the Associated Negro Press from 1928 to 1965. The column appeared in",RaceEuphemisms
hancock,000760976,Gordon Blaine Hancock papers,notes,Race Relations,"'s origins and its relationship with the Southern Conference on Race Relations held in Durham, N.C., in 1942, and",RaceEuphemisms
harriselizabethjohnson,000897767,Elizabeth Johnson Harris memoir,notes,race relations,"memoir describes Harris' childhood in Augusta, GA, race relations, her ambivalence about her place in society as an",RaceEuphemisms
harrisrencher,000855586,Rencher Nicholas Harris papers,notes,race relations,"with emphasis on school desegregation, civil rights, and race relations in Durham. Also represented is Harris' business career",RaceEuphemisms
harrisrencher,000855586,Rencher Nicholas Harris papers,notes,race relations,documentation it offers on the problems of city government and race relations in the mid-twentieth-century South. Includes,RaceEuphemisms
harrisrencher,000855586,Rencher Nicholas Harris papers,notes,race relations,". The Harward and Howard collections focus on Durham N.C. race relations, school segregation and integration, and Durham city politicas",RaceEuphemisms
harrisrencher,000855586,Rencher Nicholas Harris papers,notes,race relations,"about England and its contrasts to America, especially on race relations. Starting in the mid-1950s, letters Harris received from",RaceEuphemisms
harrisrencher,000855586,Rencher Nicholas Harris papers,notes,Negro,arranged in chronological order. Includes a Survey of the Negro Vote in the 1952 Presidential Election compiled and distributed by,RaceEuphemisms
harrisrencher,000855586,Rencher Nicholas Harris papers,notes,race relations,". One folder contains approximately 30 publications mostly relating to race relations and school desegregation. Contains clippings of source material,",RaceEuphemisms
helfandmedprints,005772628,William H. Helfand Collection of Medical Prints and Posters,notes,colored,": lithographs and engravings, some of which are hand colored. Ranging in size from 5""x8"" to 19""x23""",RaceEuphemisms
hendersondavidm,002582773,David M. Henderson papers,notes,race relations,concerns such topics as student governance and political action; race relations at Duke and in Durham; the Reserve Officers Training,RaceEuphemisms
hendersondavidm,002582773,David M. Henderson papers,notes,racism,"related to women workers, non-academic workers, racism, and CIA Recruiters; Local Union 1199 flyer related",RaceEuphemisms
hendersondavidm,002582773,David M. Henderson papers,notes,race relations,"one hand-written note. Includes flyers related to race relations, neighborhood relations, the vigil, Contains two copies",RaceEuphemisms
hendersondavidm,002582773,David M. Henderson papers,notes,racism,"' strike (cafeteria workers) flyers, anti-racism flyers, anti-war flyer, and articles from",RaceEuphemisms
hendersondavidm,002582773,David M. Henderson papers,notes,racism,"essays titled Consists of flyers with topics including anti-racism, movie viewing, Local 465, May Day,",RaceEuphemisms
hendersonlewisf,001099508,Lewis F. Henderson Letters,notes,colored,"mulatto girl for cook, or as the original ebony colored Africans call the yellow ones. We have a copper",RaceEuphemisms
hendersonlewisf,001099508,Lewis F. Henderson Letters,notes,colored,"Africans call the yellow ones. We have a copper colored wench... and another yellow wench."" Letter mentions",RaceEuphemisms
henkinlauren,008022241,Lauren Henkin photographs,notes,racial,"curtains. I wanted to avoid stereotypical perspectives on the racial and socioeconomic divides, and instead, focus on the",RaceEuphemisms
herzogfrederick,003981416,Frederick Herzog papers,notes,racial,"files on religion, civil rights, labor organizing, racial issues, and protest in North Carolina and nationally,",RaceEuphemisms
herzogfrederick,003981416,Frederick Herzog papers,notes,racial,"clippings on religion, civil rights, labor organizing, racial issues, protest in North Carolina and nationally, and",RaceEuphemisms
heschelabraham,005412628,Abraham Joshua Heschel papers,notes,race relations,"typed address possibly from same conference, and clippings on race relations. Language(s): A few materials in Hebrew and Yiddish",RaceEuphemisms
heschelabraham,005412628,Abraham Joshua Heschel papers,notes,Negro,"the National Urban League"" related to issues facing ""Negro citizens."" Correspondence, clippings and photos related to",RaceEuphemisms
hicksedwardbrodnax,000856950,Edward Brodnax Hicks papers,notes,Negro,"and his hatred for them amidst fears of a ""Negro supremacy."" Fifteen letters from General Thomas Ewing are",RaceEuphemisms
hicksjohn,004982976,John Hicks papers,notes,colored,"program Includes posters, flyers, newspaper clippings Gold-colored music note sculpture Series contains audio and moving image materials",RaceEuphemisms
hillnathan,000894257,Nathan Hill papers,notes,Negro,contains a letter of indenture for a seven year old Negro boy. Contains five folders of undated correspondence and other,RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"of the Hill Collection is The Marcus Garvey and Universal Negro Improvement Association Papers, a series of publications that Hill",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,Garvey's The Black Man: A Monthly Magazine of Negro Thought and Opinion; Cyril V. Briggs' The Crusader,RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Racial,and Ethiopian Stories; and The FBI's RACON: Racial Conditions in the United States during World War II.,RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"the editor in chief of The Marcus Garvey and Universal Negro Improvement Papers, a multi-volume letterpress edition of",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,the unpublished Volume 8 of the Marcus Garvey and Universal Negro Improvement Association Papers (held within the African Volumes series,RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"used in publishing Robert Hill's Marcus Garvey and Universal Negro Improvement Association Papers, American Volumes I-VII (",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"the Caribbean, the founding and evolution of the Universal Negro Improvement Association (UNIA) in the United States,",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"indexed photocopies of articles from Garvey's newspapers: The Negro World, The Black Man, and his monthly magazine",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"used in publishing Robert Hill's Marcus Garvey and United Negro Improvement Association Papers, Africa for the Africans (1921",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,colonial rule. African opposition to Garvey and his Universal Negro Improvement Association (UNIA) intensified the debate concerning the,RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,the unpublished Volume 8 of the Marcus Garvey and Universal Negro Improvement Association Papers (held within the African Volumes series,RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"indexed photocopies of articles from Garvey's newspapers, The Negro World and The Black Man. Annotated photocopies of microfilm",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,", South Africa, Rev. Spooner (research), Negro Back to Africa Movement (newspaper articles), article",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"G. A. Woodley, Hon. Sol. Plaatje, Negro World, Misc Africa Contents Include: Angola, Belgian",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"Johnson, Baltimore Afro-American, New York, Negro World, African World, Nigerian Pioneer, John Cooper",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"), Gold Coast, J. Milton Baston to the Negro World, Liberia, Los Angeles, Sierra Leone,",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,racial,"the war of the races, race war, and racial war; transcriptions; and keyword searches. Materials may",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Race Relations,Politics in North India; Muslims of South Asia; Race Relations in Colonial Trinidad; John Jacob Thomas; Nationalism and,RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Race Relations,Gold Coast Leader articles; The Egyptian Nationalist Party; Race Relations in the Rhodesias and Nysaland; The Two Nations;,RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Racial,"Africa; Sudan; African Congress; African History; Racial Difference in Britain; Tagoe, Enoch; Cape Afrikaner",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Racism,UNIA; Aba Riots or Igbo Women's War; Racism in Europe; 1912 Wankie Colliery Strike; Labour Migration,RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"articles in the UNIA's own New York-published Negro World, informant reports, and some of the few",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,series. The Black Man: A Monthly Magazine of Negro Thought and Opinion was a magazine created and edited by,RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Racial,"are described at folder level. The FBI's ""Racial Conditions in the United States during World War II""",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,racial,) during World War II to monitor black radicalism and racial protests in various regions of the U.S. Beginning as a,RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,racial,"officials, it later morphed into a comprehensive look at racial conditions. Commissioned in June of 1942 and coming to",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Racial,report in its entirety in The FBI's Racon: Racial Conditions in the United States During World War II.,RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"author and journalist published in The Crisis, Nation, Negro Digest, American Mercury, and National Review under multiple",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,Lessons is a companion to The Marcus Garvey and Universal Negro Improvement Association Papers published by Hill in 1987. The,RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,; John Brown; Black Studies; Nationalism; the Negro in the New Deal; the Republic of New Africa,RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"the National Archives and Jamaica Archives. The Crusader, Negro World, and The Blackman are a few of the",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"Hill's publications, particularly The Marcus Garvey and Universal Negro Improvement Association Papers as well as The FBI's Racon",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"Embassy Washington, Ministeres Des Affaires Etrangeres, correspondence, Negro World 1922 Jul 29 Cuban National Archive, Reginaldo Romón",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"relating to surveillance and of Black Radicals Reel 4, Negro World Issues 1920 Aug 28 and 1921 Aug 6 Military",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"to surveillance and of Black Radicals Reel 5 duplicate, Negro World, Negro World Issues 1918 Nov 30, 1919",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"of Black Radicals Reel 5 duplicate, Negro World, Negro World Issues 1918 Nov 30, 1919 Mar 1,",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"Jamaican Archives Jamaican Archives, print negative British Museum The Negro in America The Crusader The Champion Magazine Reports by the",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Colored,"Radicals (Church of God) negative Vol.1, The Colored American Review Vol.1, The Colored American Review, duplicate",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Colored,"negative Vol.1, The Colored American Review Vol.1, The Colored American Review, duplicate negative Series 1 91 continued -",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"Garvey Papers Rise of Race and Consciousness in the American Negro, University of Chicago Master's thesis Alexander Gumby Collection",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"Vol. 1 No. 1-3 The Montreal Negro Community, , MA thesis McGill University, positive Izwi",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Race Relations,"Records of Bureau of Marine Inspection and Navigation RG 41 Race Relations in Jamaica, 1833-1958 PhD dissertation University of",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"14, Aug 21 Miscellaneous Newspapers: Plain Talk, Negro Voice, The Herald 1924-43 The New Jamaican",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"South Africa Archives, Foreign Archives, SAGA, Contains Negro World 1920 Nov 13 National Civic Federation The Negro,",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"Contains Negro World 1920 Nov 13 National Civic Federation The Negro, negative M.I.D. Record Cards, Negro Subersive Edgar Grey",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"Civic Federation The Negro, negative M.I.D. Record Cards, Negro Subersive Edgar Grey Editorials: May 13, May 27",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"Military Gov. of Santo Domingo 1914-1920 (Contains Negro World, Sep 11, 1920, Oct 23,",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"Mitti Maud Lena Gordon Voice of Missions Voice of the Negro, Vol.1-4, No. 2 The Voice",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"Georgia, Connecticut, Bertley, L.W., The Universal Negro, Henry, K.S.A., The Place of the Culture",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"to write the volumes of the Marcus Garvey and Universal Negro Improvement Association Papers, as well as related research for",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"Hill. Included in this series are facsimiles of the Negro World and other U.S. and international black newspapers, facsimiles",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"Trafton, Scott Rolinson, Mary Gambrell Includes editorials for Negro World and the Gleaner; speeches for Universal Negro Improvement",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"for Negro World and the Gleaner; speeches for Universal Negro Improvement Association. Includes speeches at Carnegie Hall, New",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"Intercolonial Steamship and Trading Company, FBI investigations on National Negro Congress, and Paul L. Robeson. Includes editorial from",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"by Marcus Garvey, such as original correspondence, The Negro World, The Blackman (weekly), The Black",RaceEuphemisms
hillrobert,006289719,Robert A. Hill Collection,notes,Negro,"UNIA Mailings, which consists of issues of The New Negro World, Garvey's Voice, and Stewart's Voice",RaceEuphemisms
hinedarlene,003912027,Darlene Clark Hine papers,notes,race relations,"movement; African American suffrage, particularly in Texas; race relations in the United States; African American women in the",RaceEuphemisms
hoey,000856892,Clyde Roark Hoey papers,notes,racial,increased nitrogen supply Hoey's opposition to statehood because of racial differences and more support for civil rights measures in Congress,RaceEuphemisms
hollopeterw,009349820,William Hollopeter papers,notes,colored,", mostly of William Hollopeter. Includes one hand-colored tintype. Includes 5 prescriptions and notes from doctors in",RaceEuphemisms
holmesgeorge,000856908,George Frederick Holmes papers,notes,troubles,"Holmes are chiefly concerned with family affairs, including financial troubles, and accounts from his wife, Eliza Lavalette (",RaceEuphemisms
holmesgeorge,000856908,George Frederick Holmes papers,notes,Negro,"(Floyd) Holmes, of the unsatisfactory performance of Negro servants; accounts of Holmes's connection with educational institutions",RaceEuphemisms
homartifacts,003909768,History of Medicine artifacts collection,notes,colored,Received from: Dr. and Mrs. Emil C. Beyer Ruby colored blown glass with etched grape vines. Received from:,RaceEuphemisms
homartifacts,003909768,History of Medicine artifacts collection,notes,colored,"cervical scraper, hypodermic syringe, glass jars, brass colored hook for excising tumors, metal basin, stethoscope,",RaceEuphemisms
homartifacts,003909768,History of Medicine artifacts collection,notes,colored,"clavicle. Created by Holt from plaster, hand-colored. ""#45 OB-Forceps Ex.""",RaceEuphemisms
homartifacts,003909768,History of Medicine artifacts collection,notes,colored,"plate, seperate organs. Hair and facial features are colored. There is also a fetus. Received from:",RaceEuphemisms
homartifacts,003909768,History of Medicine artifacts collection,notes,Colored,"and Evelyn R. Wilbanks, PhD Sculpted in Germany. Colored. Received from: George D. Wilbanks, MD and",RaceEuphemisms
homartifacts,003909768,History of Medicine artifacts collection,notes,Colored,: Purchased by DUMC library Porcelain with gold rim. Colored floral decorations. Large oblong with central cut out along,RaceEuphemisms
hompicturefile,005260573,History of Medicine picture file,notes,colored,". Includes a photographic copy of negative, hand-colored engraving, and copy negatives. Includes slide. Engraving",RaceEuphemisms
hompicturefile,005260573,History of Medicine picture file,notes,colored,. Nine large supplements with advertisements for antibiotics featuring lavishly colored illustrations of scenes from medical history across the centuries.,RaceEuphemisms
hompicturefile,005260573,History of Medicine picture file,notes,racial,"One plate with six water-color illustrations of differing racial skin types, by Werner. Mostly illustrations of cataracts",RaceEuphemisms
hompicturefile,005260573,History of Medicine picture file,notes,colored,", member of the Pithotomy Club. Small hand-colored French line engravings feature vignettes of individuals in open or",RaceEuphemisms
hookjohn,000861220,John Hook papers,notes,troubles,"political figures. Included also are papers concerning Hook's troubles with the Bedford County Committee of Safety, and two",RaceEuphemisms
horensteinhenry,008163273,Henry Horenstein photographs,notes,racial,"American baseball, camel breeding in Dubai, tri-racial families in Maryland, and much, much more.",RaceEuphemisms
horensteinhenry,008163273,Henry Horenstein photographs,notes,racial,"of inhabitants are of mixed race, frequently tri-racial. The name of the series and project comes from",RaceEuphemisms
hoskinssarah,006093863,Sarah Hoskins photographs,notes,Colored,to as Caney Fork School as well as Maynard Rosenwald Colored School. Door was open to the church and this,RaceEuphemisms
hoskinssarah,006093863,Sarah Hoskins photographs,notes,racial,. The Ku Klux Klan had spray-painted a racial epitaph on the school prior to it being burned.,RaceEuphemisms
hoskinssarah,006093863,Sarah Hoskins photographs,notes,Negro,The images in this subseries document the May's Lick Negro School Rosenwald building. The image in this subseries documents,RaceEuphemisms
hoskinssarah,006093863,Sarah Hoskins photographs,notes,Colored,right. The images in this subseries document the Nicholasville Colored School (also known as Rosenwald Dunbar High) in,RaceEuphemisms
hoskinssarah,006093863,Sarah Hoskins photographs,notes,Colored,"good visit."" They both went to the Nicolasville Colored School, which is just a few doors down.",RaceEuphemisms
hoskinssarah,006093863,Sarah Hoskins photographs,notes,Colored,home they share and in fron to the.Nicolasville Colored School. Brother in sister outside the home they share,RaceEuphemisms
hoskinssarah,006093863,Sarah Hoskins photographs,notes,Colored,home they share and in fron to the.Nicolasville Colored School. Brother in sister outside the home they share,RaceEuphemisms
hoskinssarah,006093863,Sarah Hoskins photographs,notes,Colored,home they share and in fron to the.Nicolasville Colored School. Brother in sister outside the home they share,RaceEuphemisms
hoskinssarah,006093863,Sarah Hoskins photographs,notes,Colored,home they share and in fron to the.Nicolasville Colored School. Brother in sister outside the home they share,RaceEuphemisms
hoskinssarah,006093863,Sarah Hoskins photographs,notes,Colored,home they share and in fron to the.Nicolasville Colored School. They are brother and sister and in lived,RaceEuphemisms
howardchrisd,002385545,Chris D. Howard Papers,notes,racial,"the 1960s, and events related to the struggle for racial equality in Durham, N.C. The collection includes a set",RaceEuphemisms
huntercharles,000856932,Charles N. Hunter papers,notes,race relations,"South. Specific topics touched on throughout his papers include race relations, voting rights, creating an educational system for African",RaceEuphemisms
huntercharles,000856932,Charles N. Hunter papers,notes,Negro,"the North Carolina Industrial Association, and the North Carolina Negro State Fair. The three correspondence subseries form almost half",RaceEuphemisms
huntercharles,000856932,Charles N. Hunter papers,notes,Negro,"the N.C. Industrial Association, and role in the N.C. Negro State Fair. Included in this subseries is an array",RaceEuphemisms
huntercharles,000856932,Charles N. Hunter papers,notes,Negro,Frederick Douglass' speech given at the 2nd Annual N.C. Negro State Fair. Amongst Hunter's writings are several pieces,RaceEuphemisms
huntercharles,000856932,Charles N. Hunter papers,notes,race relations,"assembled by Hunter which contain clippings and other items concerning race relations and other social, political, and economic affairs pertaining",RaceEuphemisms
huntercharles,000856932,Charles N. Hunter papers,notes,Negro,"Industrial Association, which was responsible for organizing the N.C. Negro State Fairs in the late 1800s and early 1900s.",RaceEuphemisms
huntercharles,000856932,Charles N. Hunter papers,notes,Negro,"black colleges and universities, such as Shaw University, Negro Agricultural and Technical College of N.C. (currently N.C. A",RaceEuphemisms
huntercharles,000856932,Charles N. Hunter papers,notes,Negro,") following a request for a contribution to the N.C. Negro State Fair, and W.E.B. DuBois [1898] soliciting",RaceEuphemisms
huntercharles,000856932,Charles N. Hunter papers,notes,Negro,"1841. Many of the documents relate to the N.C. Negro State Fair. Includes biographical sketches of Hunter, as",RaceEuphemisms
huntercharles,000856932,Charles N. Hunter papers,notes,Negro,"Hunter, as well as papers concerning the 1907 Jamestown Negro Exhibit and the N.C. Industrial Association. Documents are sorted",RaceEuphemisms
huntercharles,000856932,Charles N. Hunter papers,notes,Negro,. Topics include a brief history of the North Carolina Negro State Fair and funding for the Berry O'Kelly School.,RaceEuphemisms
huntercharles,000856932,Charles N. Hunter papers,notes,racial,Other speeches feature historical facts of Raleigh and topics of racial uplift. Speeches addressed to the Constitutional Convention of North,RaceEuphemisms
huntercharles,000856932,Charles N. Hunter papers,notes,Negro,"the Union Brothers and Victor Fire Company, the National Negro Business League, and the Right Worthy Grand Ledge of",RaceEuphemisms
huntercharles,000856932,Charles N. Hunter papers,notes,race relations,"Carolina. Seventeen scrapbooks containing clippings and other items concerning race relations and other social, political, and economic affairs pertaining",RaceEuphemisms
huntercharles,000856932,Charles N. Hunter papers,notes,Negro,mob violence that often followed; accounts of North Carolina Negro State Fairs and various exhibitions and events for and about,RaceEuphemisms
huntercharles,000856932,Charles N. Hunter papers,notes,race relations,"Charles N. Hunter himself, generally expressing his views on race relations; many articles about local, state, and national",RaceEuphemisms
ictj,004035533,International Center for Transitional Justice (ICTJ) records,notes,racial,", Human Rights in China report on the elimination of racial discrimination in China. UC Berkeley special reports on accountability",RaceEuphemisms
ictj,004035533,International Center for Transitional Justice (ICTJ) records,notes,Racism,"International Center for Tolerance Education conference, World Conference against Racism. ICTJ internal documents, discussions and comment on Ghana",RaceEuphemisms
informerad,008885897,Informer Group advertisement--Largest Negro Circulation in the South!,notes,Negro,& Manuscript Library. The Informer Group advertisement--Largest Negro Circulation in the South! was received by the David,RaceEuphemisms
informerad,008885897,Informer Group advertisement--Largest Negro Circulation in the South!,notes,Negro,"Identification of item], Informer Group advertisement--Largest Negro Circulation in the South!, David M. Rubenstein Rare",RaceEuphemisms
informerad,008885897,Informer Group advertisement--Largest Negro Circulation in the South!,notes,Negro,"issue of Printers' Ink publication and proclaimed ""Largest Negro Circulation in the South"" to encourage mainstream advertisers to",RaceEuphemisms
intercitizenscommittee,008750097,Inter-Citizens Committee Records,notes,racial,"C. Herbert Oliver ""did valuable work documenting cases of racial brutality in Birmingham for the U.S. Civil Rights Commission.",RaceEuphemisms
internationalistbooks,006145546,Internationalist Books and Community Center records,notes,race relations,"sexuality and gender, women's rights, poverty, race relations, African American history, and civil rights. An",RaceEuphemisms
irvinfamily,003268174,Irvin Family papers,notes,Negro,Woolfolk is the story of the only state-supported Negro college in Texas between 1878 and 1946. Includes letters,RaceEuphemisms
istanbulpostcards,008938820,Istanbul postcards and photographs collection,notes,colored,". Some postcards are illustrations, at times hand-colored. Items are described individually. Mimar Sinan tarafından inşa",RaceEuphemisms
jamescartoons,004317283,James Cartoons Posters,notes,troubles,"for targets representing the country's problems, including labor troubles, prohibition, and League of Nations disputes. Woodrow",RaceEuphemisms
japmedicalvols,005438961,Japanese medical manuscript notebooks,notes,colored,"are several volumes containing illustrative drawings, some hand-colored and others are black-and-white; they",RaceEuphemisms
japmedicalvols,005438961,Japanese medical manuscript notebooks,notes,coloured,"ninety carefully drawn, full-page, hand-coloured illustrations, nine of which are double-page,",RaceEuphemisms
japmedicalvols,005438961,Japanese medical manuscript notebooks,notes,colored,"Seibidō. The notebook is profusely illustrated with hand-colored drawings of osteopathic manipulations, cotton dressing materials, and",RaceEuphemisms
jazzloftproject,005902506,Jazz Loft Project records,notes,racial,"their youth. In this oral history, Jackson discusses racial politics and work ethics within the jazz scene during the",RaceEuphemisms
jazzloftproject,005902506,Jazz Loft Project records,notes,racial,"period in American society in terms of musical progression, racial politics, intellectual engagement, and cultural development. Kelley",RaceEuphemisms
jazzloftproject,005902506,Jazz Loft Project records,notes,racial,"Halliday, the New York drug culture, and the racial/social issues amongst jazz musicians in the 1960's",RaceEuphemisms
jcpes,006148420,Joint Center for Political and Economic Studies records,notes,racial,"Army Senior leadership to facilitate research strategic military challenges including racial and ethnic diversity, and career opportunities for women.",RaceEuphemisms
jcpes,006148420,Joint Center for Political and Economic Studies records,notes,racial,"Regional Council, an organization founded in 1944 to avoid racial violence and promote racial equality in the Southern United States",RaceEuphemisms
jcpes,006148420,Joint Center for Political and Economic Studies records,notes,racial,organization founded in 1944 to avoid racial violence and promote racial equality in the Southern United States. The Joint Center,RaceEuphemisms
jcpes,006148420,Joint Center for Political and Economic Studies records,notes,Racial,": Prologue and Prospect. The Committee for Policy on Racial Justice proceedings held in Tarrytown, New York yielded wide",RaceEuphemisms
jcpes,006148420,Joint Center for Political and Economic Studies records,notes,racism,York yielded wide-ranging discussions about the effects of racism on African American families especially concerning the economy and education,RaceEuphemisms
jhfncoralhistory,006566344,Jewish Heritage Foundation of North Carolina oral history collection,notes,race relations,", participation in Jewish congregations, anti-Semitism and race relations in North Carolina, World War II military service and",RaceEuphemisms
